"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"1642","VILLAGE OF HARTLAND WAUKESHA","WAUKESHA","VILLAGE OF HARTLAND",5777,10,25,775,775,0,774,0,0,21,0,0,0,4,9,0,0,0,0,103,22,37,0,66,67,0,0,0,0,0,0,0,0,0,0,0,0
"1643","VILLAGE OF HATLEY MARATHON","MARATHON","VILLAGE OF HATLEY",307,0,3,43,43,0,43,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1644","VILLAGE OF HAUGEN BARRON","BARRON","VILLAGE OF HAUGEN",168,0,3,23,23,8,0,15,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1645","VILLAGE OF HAWKINS RUSK","RUSK","VILLAGE OF HAWKINS",168,0,2,35,35,12,0,23,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1646","VILLAGE OF HAZEL GREEN GRANT","GRANT","VILLAGE OF HAZEL GREEN",593,0,9,144,144,0,75,69,0,2,0,0,0,0,4,0,0,0,0,6,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1647","VILLAGE OF HAZEL GREEN LAFAYETTE","LAFAYETTE","VILLAGE OF HAZEL GREEN",10,0,0,3,3,2,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648","VILLAGE OF HEWITT WOOD","WOOD","VILLAGE OF HEWITT",496,0,7,115,115,0,115,0,1,3,0,0,0,0,3,0,0,0,0,6,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1649","VILLAGE OF HIGHLAND IOWA","IOWA","VILLAGE OF HIGHLAND",461,0,2,91,91,36,0,55,0,6,0,0,0,1,4,1,0,0,1,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1650","VILLAGE OF HILBERT CALUMET","CALUMET","VILLAGE OF HILBERT",638,0,1,84,84,0,84,0,0,6,0,0,1,1,1,0,0,0,0,12,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"1651","VILLAGE OF HIXTON JACKSON","JACKSON","VILLAGE OF HIXTON",254,0,3,47,47,3,0,44,0,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652","VILLAGE OF HOBART BROWN","BROWN","VILLAGE OF HOBART",4640,14,20,608,608,0,600,0,0,7,0,0,3,2,3,1,1,0,1,85,26,27,0,58,66,0,0,0,0,0,0,0,0,0,0,0,0
"1653","VILLAGE OF HOLLANDALE IOWA","IOWA","VILLAGE OF HOLLANDALE",171,0,2,37,37,2,0,35,0,3,0,0,0,1,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1654","VILLAGE OF HOLMEN LA CROSSE","LA CROSSE","VILLAGE OF HOLMEN",5249,9,29,618,618,0,618,0,0,23,0,0,1,1,13,0,0,0,0,58,10,13,4,45,46,1,0,0,0,0,1,1,0,0,0,0,1
"1655","VILLAGE OF HORTONVILLE OUTAGAMIE","OUTAGAMIE","VILLAGE OF HORTONVILLE",1649,0,7,243,244,109,0,134,0,11,0,0,1,1,2,0,0,0,0,24,7,3,0,20,21,0,0,0,0,0,3,3,0,0,0,0,0
"1656","VILLAGE OF HOWARD BROWN","BROWN","VILLAGE OF HOWARD",10720,27,62,1637,1637,0,1637,0,0,109,0,0,0,22,46,0,0,0,0,356,45,75,33,275,244,2,0,0,0,0,1,1,0,0,0,0,0
"1657","VILLAGE OF HOWARD OUTAGAMIE","OUTAGAMIE","VILLAGE OF HOWARD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1658","VILLAGE OF HOWARDS GROVE SHEBOYGAN","SHEBOYGAN","VILLAGE OF HOWARDS GROVE",2120,7,5,285,285,191,0,94,0,6,0,0,0,0,4,0,0,0,0,14,2,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0
"1659","VILLAGE OF HUSTISFORD DODGE","DODGE","VILLAGE OF HUSTISFORD",685,0,3,93,93,0,84,9,0,6,0,0,0,0,3,0,0,0,0,7,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1660","VILLAGE OF HUSTLER JUNEAU","JUNEAU","VILLAGE OF HUSTLER",106,0,2,20,20,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1661","VILLAGE OF INGRAM RUSK","RUSK","VILLAGE OF INGRAM",53,0,1,13,12,3,0,9,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1662","VILLAGE OF IOLA WAUPACA","WAUPACA","VILLAGE OF IOLA",678,0,9,89,89,0,41,48,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663","VILLAGE OF IRON RIDGE DODGE","DODGE","VILLAGE OF IRON RIDGE",565,0,3,84,84,0,84,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1664","VILLAGE OF IRONTON SAUK","SAUK","VILLAGE OF IRONTON",125,0,1,18,18,0,18,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1665","VILLAGE OF JACKSON WASHINGTON","WASHINGTON","VILLAGE OF JACKSON",4314,15,37,756,756,0,756,0,0,25,4,2,0,5,5,0,0,0,0,143,22,26,2,112,3,0,0,0,0,0,0,0,0,0,0,0,0
"1666","VILLAGE OF JOHNSON CREEK JEFFERSON","JEFFERSON","VILLAGE OF JOHNSON CREEK",1745,6,11,229,229,0,229,0,0,5,0,0,0,1,0,0,0,0,0,12,2,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"1667","VILLAGE OF JUNCTION CITY PORTAGE","PORTAGE","VILLAGE OF JUNCTION CITY",200,0,0,50,50,50,0,0,0,3,0,0,0,0,1,0,0,0,0,8,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"1668","VILLAGE OF KEKOSKEE DODGE","DODGE","VILLAGE OF KEKOSKEE",103,0,2,17,17,0,4,13,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1669","VILLAGE OF KELLNERSVILLE MANITOWOC","MANITOWOC","VILLAGE OF KELLNERSVILLE",193,0,1,22,22,22,0,0,0,8,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1670","VILLAGE OF KENDALL MONROE","MONROE","VILLAGE OF KENDALL",225,1,3,44,44,2,0,42,0,6,0,0,0,2,3,0,0,0,0,5,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"1671","VILLAGE OF KENNAN PRICE","PRICE","VILLAGE OF KENNAN",83,0,1,16,16,3,0,13,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1672","VILLAGE OF KEWASKUM FOND DU LAC","FOND DU LAC","VILLAGE OF KEWASKUM",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673","VILLAGE OF KEWASKUM WASHINGTON","WASHINGTON","VILLAGE OF KEWASKUM",2480,0,13,384,384,0,384,0,0,6,0,0,0,0,0,0,0,0,0,78,6,7,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0
"1674","VILLAGE OF KIMBERLY OUTAGAMIE","OUTAGAMIE","VILLAGE OF KIMBERLY",3942,10,21,475,475,475,0,0,0,13,0,0,0,4,7,0,0,0,0,103,10,7,0,85,86,1,0,0,0,0,0,0,0,0,0,0,0
"1675","VILLAGE OF KINGSTON GREEN LAKE","GREEN LAKE","VILLAGE OF KINGSTON",213,0,1,35,35,0,0,35,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676","VILLAGE OF KNAPP DUNN","DUNN","VILLAGE OF KNAPP",239,0,0,43,43,7,0,36,0,7,0,0,1,2,4,0,0,0,0,8,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0
"1677","VILLAGE OF KOHLER SHEBOYGAN","SHEBOYGAN","VILLAGE OF KOHLER",1511,2,3,291,291,0,210,81,0,6,0,0,0,1,0,0,0,0,0,17,7,5,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"1678","VILLAGE OF KRONENWETTER MARATHON","MARATHON","VILLAGE OF KRONENWETTER",4305,14,21,411,411,0,411,0,0,10,0,0,0,3,6,0,0,0,0,44,7,7,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0
"1679","VILLAGE OF LA FARGE VERNON","VERNON","VILLAGE OF LA FARGE",399,0,1,59,59,25,0,35,0,4,0,0,0,1,1,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1680","VILLAGE OF LAC LA BELLE JEFFERSON","JEFFERSON","VILLAGE OF LAC LA BELLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1681","VILLAGE OF LAC LA BELLE WAUKESHA","WAUKESHA","VILLAGE OF LAC LA BELLE",239,0,2,52,52,52,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682","VILLAGE OF LAKE DELTON SAUK","SAUK","VILLAGE OF LAKE DELTON",1368,0,9,116,116,0,116,0,0,2,0,0,0,2,1,0,0,0,0,19,3,4,1,14,15,1,0,0,0,0,0,0,0,0,0,0,0
"1683","VILLAGE OF LAKE HALLIE CHIPPEWA","CHIPPEWA","VILLAGE OF LAKE HALLIE",3691,0,21,402,402,0,402,0,0,11,0,0,0,5,4,0,0,0,0,60,8,21,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
"1684","VILLAGE OF LAKE NEBAGAMON DOUGLAS","DOUGLAS","VILLAGE OF LAKE NEBAGAMON",801,1,3,75,75,0,75,0,0,3,0,0,0,0,2,0,0,0,0,10,2,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"1685","VILLAGE OF LANNON WAUKESHA","WAUKESHA","VILLAGE OF LANNON",759,1,8,131,131,0,121,10,0,5,0,0,0,1,5,0,0,0,0,7,1,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"1686","VILLAGE OF LAVALLE SAUK","SAUK","VILLAGE OF LAVALLE",205,0,2,26,26,26,0,0,0,5,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","VILLAGE OF LENA OCONTO","OCONTO","VILLAGE OF LENA",284,0,2,62,62,11,0,51,0,6,0,0,1,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1688","VILLAGE OF LIME RIDGE SAUK","SAUK","VILLAGE OF LIME RIDGE",99,0,0,20,20,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","VILLAGE OF LINDEN IOWA","IOWA","VILLAGE OF LINDEN",253,0,2,68,68,0,0,68,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","VILLAGE OF LITTLE CHUTE OUTAGAMIE","OUTAGAMIE","VILLAGE OF LITTLE CHUTE",5999,15,9,584,584,0,584,0,0,7,0,0,0,0,7,0,0,0,0,75,14,20,2,54,1,0,0,0,0,0,0,0,0,0,0,0,0
"1691","VILLAGE OF LIVINGSTON GRANT","GRANT","VILLAGE OF LIVINGSTON",354,0,2,46,46,6,0,40,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692","VILLAGE OF LIVINGSTON IOWA","IOWA","VILLAGE OF LIVINGSTON",4,0,4,0,0,0,0,0,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693","VILLAGE OF LOGANVILLE SAUK","SAUK","VILLAGE OF LOGANVILLE",152,0,3,34,34,0,14,20,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","VILLAGE OF LOHRVILLE WAUSHARA","WAUSHARA","VILLAGE OF LOHRVILLE",255,0,1,37,37,5,0,32,0,3,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","VILLAGE OF LOMIRA DODGE","DODGE","VILLAGE OF LOMIRA",1368,3,10,152,152,1,151,0,0,10,0,0,0,0,8,0,0,0,0,16,7,4,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0
"1696","VILLAGE OF LONE ROCK RICHLAND","RICHLAND","VILLAGE OF LONE ROCK",420,0,1,75,75,29,0,46,0,3,0,0,0,0,1,0,0,0,0,3,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"1697","VILLAGE OF LOWELL DODGE","DODGE","VILLAGE OF LOWELL",192,0,2,38,38,0,38,0,0,6,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","VILLAGE OF LUBLIN TAYLOR","TAYLOR","VILLAGE OF LUBLIN",70,0,1,25,25,14,10,10,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","VILLAGE OF LUCK POLK","POLK","VILLAGE OF LUCK",602,0,4,41,41,5,0,36,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1700","VILLAGE OF LUXEMBURG KEWAUNEE","KEWAUNEE","VILLAGE OF LUXEMBURG",1433,0,21,316,316,0,128,188,0,2,0,0,0,1,1,0,0,0,0,11,6,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0
"1701","VILLAGE OF LYNDON STATION JUNEAU","JUNEAU","VILLAGE OF LYNDON STATION",2,0,2,26,26,8,0,18,0,5,0,0,1,1,1,0,0,0,0,8,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1702","VILLAGE OF LYNXVILLE CRAWFORD","CRAWFORD","VILLAGE OF LYNXVILLE",81,0,1,16,16,1,0,15,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","VILLAGE OF MAIDEN ROCK PIERCE","PIERCE","VILLAGE OF MAIDEN ROCK",80,0,0,13,13,0,0,13,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","VILLAGE OF MAPLE BLUFF DANE","DANE","VILLAGE OF MAPLE BLUFF",1105,2,11,391,391,0,391,0,0,10,2,0,1,1,4,0,0,0,0,28,16,3,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0
"1705","VILLAGE OF MARATHON CITY MARATHON","MARATHON","VILLAGE OF MARATHON CITY",896,2,8,137,137,0,137,0,1,6,0,0,0,0,1,0,0,0,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1706","VILLAGE OF MARIBEL MANITOWOC","MANITOWOC","VILLAGE OF MARIBEL",193,0,1,37,37,37,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1707","VILLAGE OF MARQUETTE GREEN LAKE","GREEN LAKE","VILLAGE OF MARQUETTE",94,0,0,15,15,3,0,12,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1708","VILLAGE OF MARSHALL DANE","DANE","VILLAGE OF MARSHALL",2051,10,59,723,723,0,723,0,0,8,0,0,1,6,1,0,0,0,0,45,23,5,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
"1709","VILLAGE OF MASON BAYFIELD","BAYFIELD","VILLAGE OF MASON",60,0,0,16,16,0,16,0,11,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","VILLAGE OF MATTOON SHAWANO","SHAWANO","VILLAGE OF MATTOON",165,0,2,25,25,8,0,17,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1711","VILLAGE OF MAZOMANIE DANE","DANE","VILLAGE OF MAZOMANIE",1071,3,10,226,226,0,225,0,1,6,0,0,1,2,1,0,0,0,0,21,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"1712","VILLAGE OF MCFARLAND DANE","DANE","VILLAGE OF MCFARLAND",5379,20,60,1087,1087,0,1087,0,0,37,0,1,2,10,15,0,0,0,0,145,75,19,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0
"1713","VILLAGE OF MELROSE JACKSON","JACKSON","VILLAGE OF MELROSE",320,0,1,55,55,5,0,50,0,6,0,0,0,0,5,0,0,0,0,5,2,0,0,5,5,0,0,0,0,0,1,0,0,1,1,0,0
"1714","VILLAGE OF MELVINA MONROE","MONROE","VILLAGE OF MELVINA",41,0,0,9,9,1,0,8,0,3,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1715","VILLAGE OF MENOMONEE FALLS WAUKESHA","WAUKESHA","VILLAGE OF MENOMONEE FALLS",23831,36,157,4355,4355,0,4355,0,0,235,0,0,10,33,81,1,0,1,0,662,176,65,15,533,554,5,0,0,0,0,1,1,0,0,0,0,0
"1716","VILLAGE OF MERRILLAN JACKSON","JACKSON","VILLAGE OF MERRILLAN",267,0,1,40,40,0,0,40,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","VILLAGE OF MERRIMAC SAUK","SAUK","VILLAGE OF MERRIMAC",279,0,4,51,51,0,51,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718","VILLAGE OF MERTON WAUKESHA","WAUKESHA","VILLAGE OF MERTON",2147,0,14,364,364,0,364,0,0,9,0,0,0,5,2,0,0,0,0,17,6,4,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"1719","VILLAGE OF MILLADORE PORTAGE","PORTAGE","VILLAGE OF MILLADORE",4,0,0,2,2,2,0,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","VILLAGE OF MILLADORE WOOD","WOOD","VILLAGE OF MILLADORE",154,0,0,30,30,0,30,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1721","VILLAGE OF MILLTOWN POLK","POLK","VILLAGE OF MILLTOWN",403,0,2,23,23,6,0,17,0,3,0,0,0,0,2,0,0,0,0,6,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1722","VILLAGE OF MINONG WASHBURN","WASHBURN","VILLAGE OF MINONG",273,0,0,14,14,1,0,13,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723","VILLAGE OF MISHICOT MANITOWOC","MANITOWOC","VILLAGE OF MISHICOT",835,2,6,118,118,118,0,0,0,5,0,0,0,1,1,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1724","VILLAGE OF MONTFORT GRANT","GRANT","VILLAGE OF MONTFORT",312,1,3,49,49,11,0,38,0,9,0,0,0,3,5,0,0,0,0,9,0,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0
"1725","VILLAGE OF MONTFORT IOWA","IOWA","VILLAGE OF MONTFORT",52,0,0,14,14,3,0,11,0,9,0,0,0,3,5,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1726","VILLAGE OF MONTICELLO GREEN","GREEN","VILLAGE OF MONTICELLO",728,2,6,121,121,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"1727","VILLAGE OF MOUNT CALVARY FOND DU LAC","FOND DU LAC","VILLAGE OF MOUNT CALVARY",321,0,1,55,55,0,55,0,0,3,0,0,0,0,1,0,0,0,0,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1728","VILLAGE OF MOUNT HOPE GRANT","GRANT","VILLAGE OF MOUNT HOPE",82,2,1,10,10,1,0,9,0,3,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1729","VILLAGE OF MOUNT HOREB DANE","DANE","VILLAGE OF MOUNT HOREB",4460,11,61,924,924,0,924,0,0,28,0,0,1,4,7,0,0,0,0,88,19,16,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730","VILLAGE OF MOUNT PLEASANT RACINE","RACINE","VILLAGE OF MOUNT PLEASANT",17440,18,70,3568,3567,0,2701,866,0,75,0,1,1,4,54,1,0,1,0,664,190,81,39,312,17,1,0,0,0,0,0,0,0,0,0,0,0
"1731","VILLAGE OF MT. STERLING CRAWFORD","CRAWFORD","VILLAGE OF MT. STERLING",95,0,0,19,19,1,0,18,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1732","VILLAGE OF MUKWONAGO WALWORTH","WALWORTH","VILLAGE OF MUKWONAGO",74,0,3,18,18,0,18,0,0,9,0,0,0,1,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1733","VILLAGE OF MUKWONAGO WAUKESHA","WAUKESHA","VILLAGE OF MUKWONAGO",4555,10,40,739,739,0,739,0,0,9,0,0,0,1,8,0,0,0,0,165,30,16,0,117,117,1,0,0,0,0,0,0,0,0,0,0,0
"1734","VILLAGE OF MUSCODA GRANT","GRANT","VILLAGE OF MUSCODA",557,0,1,86,86,83,0,3,0,9,0,0,0,5,3,0,0,0,0,15,3,0,0,15,12,3,0,0,0,0,0,0,0,0,0,0,0
"1735","VILLAGE OF MUSCODA IOWA","IOWA","VILLAGE OF MUSCODA",24,0,0,3,3,3,0,0,0,9,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736","VILLAGE OF NASHOTAH WAUKESHA","WAUKESHA","VILLAGE OF NASHOTAH",975,2,3,166,166,0,166,0,0,7,0,0,0,2,0,0,0,0,0,8,5,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1737","VILLAGE OF NECEDAH JUNEAU","JUNEAU","VILLAGE OF NECEDAH",427,0,3,66,66,28,0,38,0,4,0,1,0,3,0,0,0,0,0,25,0,3,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
"1738","VILLAGE OF NELSON BUFFALO","BUFFALO","VILLAGE OF NELSON",182,0,0,28,28,28,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1739","VILLAGE OF NELSONVILLE PORTAGE","PORTAGE","VILLAGE OF NELSONVILLE",112,0,112,41,41,35,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1740","VILLAGE OF NEOSHO DODGE","DODGE","VILLAGE OF NEOSHO",371,0,371,63,63,0,63,0,0,5,0,0,0,3,1,0,0,0,0,7,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1741","VILLAGE OF NESHKORO MARQUETTE","MARQUETTE","VILLAGE OF NESHKORO",224,0,2,49,49,0,0,49,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","VILLAGE OF NEW AUBURN BARRON","BARRON","VILLAGE OF NEW AUBURN",12,0,0,2,2,0,0,2,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1743","VILLAGE OF NEW AUBURN CHIPPEWA","CHIPPEWA","VILLAGE OF NEW AUBURN",241,0,0,31,31,0,15,16,0,5,0,0,0,0,4,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1744","VILLAGE OF NEW GLARUS GREEN","GREEN","VILLAGE OF NEW GLARUS",1341,1,27,415,415,0,414,0,0,5,0,0,0,0,0,0,0,0,0,27,2,2,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0
"1745","VILLAGE OF NEWBURG OZAUKEE","OZAUKEE","VILLAGE OF NEWBURG",50,0,1,7,7,0,7,0,0,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1746","VILLAGE OF NEWBURG WASHINGTON","WASHINGTON","VILLAGE OF NEWBURG",674,0,8,124,124,0,124,0,0,10,0,0,0,1,3,0,0,0,0,4,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"1747","VILLAGE OF NICHOLS OUTAGAMIE","OUTAGAMIE","VILLAGE OF NICHOLS",127,1,0,25,25,3,0,22,0,3,0,0,0,1,1,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1748","VILLAGE OF NORTH BAY RACINE","RACINE","VILLAGE OF NORTH BAY",185,0,2,61,61,0,61,0,0,9,0,0,0,0,5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1749","VILLAGE OF NORTH FOND DU LAC FOND DU LAC","FOND DU LAC","VILLAGE OF NORTH FOND DU LAC",2616,4,12,274,274,0,274,0,0,9,0,0,0,4,3,0,0,0,0,53,8,5,4,43,44,0,0,0,0,0,0,0,0,0,0,0,0
"1750","VILLAGE OF NORTH FREEDOM SAUK","SAUK","VILLAGE OF NORTH FREEDOM",332,0,3,56,56,56,0,0,0,4,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1751","VILLAGE OF NORTH HUDSON ST. CROIX","ST. CROIX","VILLAGE OF NORTH HUDSON",2496,2,5,172,172,0,172,0,0,6,0,0,0,1,3,0,0,0,0,16,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1752","VILLAGE OF NORTH PRAIRIE WAUKESHA","WAUKESHA","VILLAGE OF NORTH PRAIRIE",1480,3,2,260,260,260,0,0,0,3,0,0,0,1,1,0,0,0,0,24,8,1,0,22,22,1,0,0,0,0,0,0,0,0,0,0,0
"1753","VILLAGE OF NORWALK MONROE","MONROE","VILLAGE OF NORWALK",245,0,4,36,36,6,0,30,0,6,0,0,0,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
