"","reporting_unit","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"2610","TOWN-OF-ROXBURY-WARD-1-2-DANE","TOWN OF ROXBURY DANE","DANE","TOWN OF ROXBURY",1178,0,17,226,226,0,0,0,0,5,0,0,0,1,2,0,0,0,0,8,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"2611","TOWN-OF-ROYALTON-WARD-1-2-WAUPACA","TOWN OF ROYALTON WAUPACA","WAUPACA","TOWN OF ROYALTON",847,0,4,109,109,28,0,81,0,10,0,0,0,1,4,0,0,0,0,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"2612","TOWN-OF-RUBICON-WARD-1-3-DODGE","TOWN OF RUBICON DODGE","DODGE","TOWN OF RUBICON",1462,0,5,264,264,0,264,0,0,5,0,0,0,2,3,0,0,0,0,15,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"2613","TOWN-OF-RUBY-WARD-1-CHIPPEWA","TOWN OF RUBY CHIPPEWA","CHIPPEWA","TOWN OF RUBY",273,0,1,30,30,0,19,11,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2614","TOWN-OF-RUDOLPH-WARD-1-2-WOOD","TOWN OF RUDOLPH WOOD","WOOD","TOWN OF RUDOLPH",664,1,2,93,93,0,93,0,0,6,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2615","TOWN-OF-RUSH-RIVER-WARD-1-ST.-CROIX","TOWN OF RUSH RIVER ST. CROIX","ST. CROIX","TOWN OF RUSH RIVER",335,0,2,20,20,0,20,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616","TOWN-OF-RUSHFORD-WARD-1-2-WINNEBAGO","TOWN OF RUSHFORD WINNEBAGO","WINNEBAGO","TOWN OF RUSHFORD",976,0,3,123,123,0,123,0,0,8,0,0,2,1,2,0,0,0,0,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2617","TOWN-OF-RUSK-WARD-1-BURNETT","TOWN OF RUSK BURNETT","BURNETT","TOWN OF RUSK",249,0,0,42,42,0,0,0,0,5,0,0,0,1,2,0,0,0,0,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"2618","TOWN-OF-RUSK-WARD-1-RUSK","TOWN OF RUSK RUSK","RUSK","TOWN OF RUSK",380,0,3,42,42,1,0,41,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2619","TOWN-OF-RUSSELL-WARD-1-2-BAYFIELD","TOWN OF RUSSELL BAYFIELD","BAYFIELD","TOWN OF RUSSELL",772,1,5,129,129,0,129,0,6,7,0,0,0,3,4,0,0,0,0,11,2,1,2,8,7,1,0,0,0,0,1,1,0,0,0,0,0
"2620","TOWN-OF-RUSSELL-WARD-1-LINCOLN","TOWN OF RUSSELL LINCOLN","LINCOLN","TOWN OF RUSSELL",381,0,2,77,77,0,77,0,4,3,0,0,0,1,0,0,0,0,0,6,2,0,0,6,6,0,0,0,0,0,1,0,0,1,1,0,0
"2621","TOWN-OF-RUSSELL-WARD-1-SHEBOYGAN","TOWN OF RUSSELL SHEBOYGAN","SHEBOYGAN","TOWN OF RUSSELL",228,0,0,34,34,0,34,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2622","TOWN-OF-RUTLAND-WARD-1-2-DANE","TOWN OF RUTLAND DANE","DANE","TOWN OF RUTLAND",1396,1,12,303,303,0,303,0,0,4,0,0,0,2,2,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0
"2623","TOWN-OF-SAINT-LAWRENCE-WARD-1-2-WAUPACA","TOWN OF SAINT LAWRENCE WAUPACA","WAUPACA","TOWN OF SAINT LAWRENCE",387,0,2,54,54,2,0,52,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2624","TOWN-OF-SALEM-WARD-1-5-10-KENOSHA","TOWN OF SALEM KENOSHA","KENOSHA","TOWN OF SALEM",3614,13,15,332,332,1,331,0,0,13,0,2,0,0,9,0,0,0,0,69,15,12,3,53,54,0,0,0,0,0,1,0,0,0,0,0,0
"2625","TOWN-OF-SALEM-WARD-1-PIERCE","TOWN OF SALEM PIERCE","PIERCE","TOWN OF SALEM",292,0,0,27,27,0,0,27,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2626","TOWN-OF-SALEM-WARD-6-9-KENOSHA","TOWN OF SALEM KENOSHA","KENOSHA","TOWN OF SALEM",2876,8,6,212,212,0,212,0,0,9,0,0,0,2,2,0,0,0,0,53,12,15,0,38,38,0,0,0,0,0,1,0,0,0,0,0,0
"2627","TOWN-OF-SAMPSON-WARD-1-CHIPPEWA","TOWN OF SAMPSON CHIPPEWA","CHIPPEWA","TOWN OF SAMPSON",520,0,4,95,95,0,69,26,0,5,0,0,0,1,4,0,0,0,0,17,1,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"2628","TOWN-OF-SANBORN-WARD-1-2-ASHLAND","TOWN OF SANBORN ASHLAND","ASHLAND","TOWN OF SANBORN",692,0,1,22,22,22,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2629","TOWN-OF-SAND-CREEK-WARD-1-DUNN","TOWN OF SAND CREEK DUNN","DUNN","TOWN OF SAND CREEK",314,0,5,67,67,22,0,45,0,4,0,0,0,0,3,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2630","TOWN-OF-SAND-LAKE-WARD-1-BURNETT","TOWN OF SAND LAKE BURNETT","BURNETT","TOWN OF SAND LAKE",314,0,0,27,27,2,0,25,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631","TOWN-OF-SAND-LAKE-WARD-1-SAWYER","TOWN OF SAND LAKE SAWYER","SAWYER","TOWN OF SAND LAKE",618,2,14,207,207,35,0,172,0,3,0,0,0,0,0,0,0,0,0,23,6,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632","TOWN-OF-SARATOGA-WARD-1-9-WOOD","TOWN OF SARATOGA WOOD","WOOD","TOWN OF SARATOGA",2980,1,13,445,445,0,445,0,0,11,0,0,0,3,5,0,0,0,0,29,5,7,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0
"2633","TOWN-OF-SARONA-WARD-1-2-WASHBURN","TOWN OF SARONA WASHBURN","WASHBURN","TOWN OF SARONA",252,0,1,37,37,0,0,37,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2634","TOWN-OF-SAUKVILLE-WARD-1-3-OZAUKEE","TOWN OF SAUKVILLE OZAUKEE","OZAUKEE","TOWN OF SAUKVILLE",1,0,0,234,234,234,0,0,0,2,0,0,0,2,10,0,0,0,0,6,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"2635","TOWN-OF-SAXEVILLE-WARD-1-WAUSHARA","TOWN OF SAXEVILLE WAUSHARA","WAUSHARA","TOWN OF SAXEVILLE",654,1,0,98,98,3,0,95,0,9,0,0,0,0,5,0,0,0,0,6,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
"2636","TOWN-OF-SAXON-WARD-1-IRON","TOWN OF SAXON IRON","IRON","TOWN OF SAXON",234,0,0,18,18,4,0,14,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2637","TOWN-OF-SCANDINAVIA-WARD-1-2-WAUPACA","TOWN OF SCANDINAVIA WAUPACA","WAUPACA","TOWN OF SCANDINAVIA",695,1,1,127,127,39,0,88,0,7,0,0,0,1,5,0,0,0,0,7,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0
"2638","TOWN-OF-SCHLESWIG-WARD-1-2-MANITOWOC","TOWN OF SCHLESWIG MANITOWOC","MANITOWOC","TOWN OF SCHLESWIG",1321,0,6,276,276,276,0,0,0,5,0,0,0,0,1,0,0,0,0,12,6,1,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0
"2639","TOWN-OF-SCHLEY-WARD-1-2-LINCOLN","TOWN OF SCHLEY LINCOLN","LINCOLN","TOWN OF SCHLEY",520,0,0,76,76,0,76,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2640","TOWN-OF-SCHOEPKE-WARD-1-ONEIDA","TOWN OF SCHOEPKE ONEIDA","ONEIDA","TOWN OF SCHOEPKE",261,0,1,56,56,3,53,0,0,8,0,0,0,0,6,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2641","TOWN-OF-SCOTT-WARD-1-2-BURNETT","TOWN OF SCOTT BURNETT","BURNETT","TOWN OF SCOTT",441,0,0,60,60,16,0,44,0,6,0,0,0,0,0,0,0,0,0,15,3,0,0,15,13,3,0,0,0,0,0,0,0,0,0,0,0
"2642","TOWN-OF-SCOTT-WARD-1-2-LINCOLN","TOWN OF SCOTT LINCOLN","LINCOLN","TOWN OF SCOTT",858,0,0,106,106,0,106,0,0,4,0,0,0,0,5,0,0,0,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"2643","TOWN-OF-SCOTT-WARD-1-3-SHEBOYGAN","TOWN OF SCOTT SHEBOYGAN","SHEBOYGAN","TOWN OF SCOTT",1179,1,3,207,207,0,207,0,0,9,0,0,2,0,7,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"2644","TOWN-OF-SCOTT-WARD-1-4-BROWN","TOWN OF SCOTT BROWN","BROWN","TOWN OF SCOTT",2485,3,7,355,355,0,355,0,0,5,0,0,0,1,2,0,0,0,0,29,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"2645","TOWN-OF-SCOTT-WARD-1-COLUMBIA","TOWN OF SCOTT COLUMBIA","COLUMBIA","TOWN OF SCOTT",402,0,3,70,70,0,70,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2646","TOWN-OF-SCOTT-WARD-1-CRAWFORD","TOWN OF SCOTT CRAWFORD","CRAWFORD","TOWN OF SCOTT",278,0,0,44,44,12,0,32,0,5,0,0,0,3,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2647","TOWN-OF-SCOTT-WARD-1-MONROE","TOWN OF SCOTT MONROE","MONROE","TOWN OF SCOTT",59,0,0,10,10,0,0,10,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2648","TOWN-OF-SEIF-WARD-1-CLARK","TOWN OF SEIF CLARK","CLARK","TOWN OF SEIF",124,0,1,17,17,17,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649","TOWN-OF-SENECA-WARD-1-3-WOOD","TOWN OF SENECA WOOD","WOOD","TOWN OF SENECA",681,0,2,94,94,0,94,0,17,3,0,0,0,0,0,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2650","TOWN-OF-SENECA-WARD-1-CRAWFORD","TOWN OF SENECA CRAWFORD","CRAWFORD","TOWN OF SENECA",523,1,1,80,80,15,0,65,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2651","TOWN-OF-SENECA-WARD-1-GREEN-LAKE","TOWN OF SENECA GREEN LAKE","GREEN LAKE","TOWN OF SENECA",252,0,0,48,48,3,0,45,0,5,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2652","TOWN-OF-SENECA-WARD-1-SHAWANO","TOWN OF SENECA SHAWANO","SHAWANO","TOWN OF SENECA",332,0,1,38,38,15,0,23,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2653","TOWN-OF-SEVASTOPOL-WARD-1-5-DOOR","TOWN OF SEVASTOPOL DOOR","DOOR","TOWN OF SEVASTOPOL",2055,2,7,372,372,2,370,0,0,5,0,0,0,1,1,0,0,0,0,67,14,14,2,48,50,1,0,0,0,0,0,0,0,0,0,0,0
"2654","TOWN-OF-SEVEN-MILE-CREEK-WARD-1-2-JUNEAU","TOWN OF SEVEN MILE CREEK JUNEAU","JUNEAU","TOWN OF SEVEN MILE CREEK",194,0,0,28,28,1,0,27,0,3,0,0,0,2,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2655","TOWN-OF-SEYMOUR-WARD-1-2-LAFAYETTE","TOWN OF SEYMOUR LAFAYETTE","LAFAYETTE","TOWN OF SEYMOUR",186,0,0,28,28,0,0,28,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2656","TOWN-OF-SEYMOUR-WARD-1-2-OUTAGAMIE","TOWN OF SEYMOUR OUTAGAMIE","OUTAGAMIE","TOWN OF SEYMOUR",694,0,1,91,91,0,0,91,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2657","TOWN-OF-SEYMOUR-WARD-1-6-EAU-CLAIRE","TOWN OF SEYMOUR EAU CLAIRE","EAU CLAIRE","TOWN OF SEYMOUR",2099,0,9,320,320,0,229,91,0,9,0,0,0,1,6,0,0,0,0,20,4,12,1,9,9,0,0,0,0,0,1,1,0,0,0,0,0
"2658","TOWN-OF-SHANAGOLDEN-WARD-1-ASHLAND","TOWN OF SHANAGOLDEN ASHLAND","ASHLAND","TOWN OF SHANAGOLDEN",84,0,0,0,0,16,0,0,1,3,0,0,0,0,1,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2659","TOWN-OF-SHARON-WARD-1-3-PORTAGE","TOWN OF SHARON PORTAGE","PORTAGE","TOWN OF SHARON",1341,2,4,266,266,0,266,0,0,5,0,0,1,1,2,0,0,0,0,17,0,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
"2660","TOWN-OF-SHARON-WARD-1-WALWORTH","TOWN OF SHARON WALWORTH","WALWORTH","TOWN OF SHARON",538,0,2,85,85,0,54,31,0,8,0,0,0,1,3,0,0,0,0,6,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
"2661","TOWN-OF-SHEBOYGAN-FALLS-WARD-1-3-SHEBOYGAN","TOWN OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","TOWN OF SHEBOYGAN FALLS",1111,0,3,168,167,0,132,36,0,7,0,0,1,2,2,0,0,0,0,19,0,4,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0
"2662","TOWN-OF-SHEBOYGAN-WARD-1-10-SHEBOYGAN","TOWN OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","TOWN OF SHEBOYGAN",4967,18,23,792,792,0,672,120,0,9,0,0,0,0,4,0,0,0,0,122,23,11,1,109,1,1,0,0,0,0,1,1,0,0,0,0,0
"2663","TOWN-OF-SHELBY-WARD-1-6-LA-CROSSE","TOWN OF SHELBY LA CROSSE","LA CROSSE","TOWN OF SHELBY",3259,2,16,622,622,17,605,0,0,9,0,0,0,2,7,0,0,0,0,57,9,0,1,56,0,0,0,0,0,0,4,1,0,3,3,0,0
"2664","TOWN-OF-SHELDON-WARD-1-MONROE","TOWN OF SHELDON MONROE","MONROE","TOWN OF SHELDON",265,0,0,42,42,1,0,41,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2665","TOWN-OF-SHERIDAN-WARD-1-DUNN","TOWN OF SHERIDAN DUNN","DUNN","TOWN OF SHERIDAN",260,0,3,28,28,0,18,10,0,4,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2666","TOWN-OF-SHERMAN-WARD-1-2-CLARK","TOWN OF SHERMAN CLARK","CLARK","TOWN OF SHERMAN",396,0,1,33,33,0,33,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2667","TOWN-OF-SHERMAN-WARD-1-2-SHEBOYGAN","TOWN OF SHERMAN SHEBOYGAN","SHEBOYGAN","TOWN OF SHERMAN",1000,0,6,166,166,0,100,66,0,5,0,0,0,0,5,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2668","TOWN-OF-SHERMAN-WARD-1-DUNN","TOWN OF SHERMAN DUNN","DUNN","TOWN OF SHERMAN",538,0,2,63,63,0,34,29,0,3,0,0,0,2,1,0,0,0,0,5,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"2669","TOWN-OF-SHERMAN-WARD-1-IRON","TOWN OF SHERMAN IRON","IRON","TOWN OF SHERMAN",236,0,3,58,58,15,0,43,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"2670","TOWN-OF-SHERRY-WARD-1-WOOD","TOWN OF SHERRY WOOD","WOOD","TOWN OF SHERRY",481,0,4,72,72,0,72,0,3,6,0,0,1,0,5,0,0,0,0,15,2,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"2671","TOWN-OF-SHERWOOD-WARD-1-CLARK","TOWN OF SHERWOOD CLARK","CLARK","TOWN OF SHERWOOD",142,0,0,38,38,21,17,0,0,3,0,0,0,0,1,0,0,0,0,8,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2672","TOWN-OF-SHIELDS-WARD-1-DODGE","TOWN OF SHIELDS DODGE","DODGE","TOWN OF SHIELDS",0,0,1,70,70,0,70,0,0,6,0,0,0,0,1,0,0,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","TOWN-OF-SHIELDS-WARD-1-MARQUETTE","TOWN OF SHIELDS MARQUETTE","MARQUETTE","TOWN OF SHIELDS",345,0,2,55,55,0,0,55,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2674","TOWN-OF-SHULLSBURG-WARD-1-LAFAYETTE","TOWN OF SHULLSBURG LAFAYETTE","LAFAYETTE","TOWN OF SHULLSBURG",206,0,0,26,26,3,0,23,0,5,0,0,0,0,2,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2675","TOWN-OF-SIGEL-WARD-1-2-CHIPPEWA","TOWN OF SIGEL CHIPPEWA","CHIPPEWA","TOWN OF SIGEL",539,0,3,62,62,0,49,13,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2676","TOWN-OF-SIGEL-WARD-1-3-WOOD","TOWN OF SIGEL WOOD","WOOD","TOWN OF SIGEL",615,0,0,109,109,0,109,0,0,6,0,0,1,2,1,0,0,0,0,6,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2677","TOWN-OF-SILVER-CLIFF-WARD-1-MARINETTE","TOWN OF SILVER CLIFF MARINETTE","MARINETTE","TOWN OF SILVER CLIFF",343,0,7,82,82,22,0,60,0,82,0,0,1,0,2,0,0,0,0,5,1,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0
"2678","TOWN-OF-SIOUX-CREEK-WARD-1-BARRON","TOWN OF SIOUX CREEK BARRON","BARRON","TOWN OF SIOUX CREEK",347,0,0,48,48,0,0,48,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2679","TOWN-OF-SIREN-WARD-1-2-BURNETT","TOWN OF SIREN BURNETT","BURNETT","TOWN OF SIREN",581,0,0,39,39,4,0,35,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2680","TOWN-OF-SKANAWAN-WARD-1-LINCOLN","TOWN OF SKANAWAN LINCOLN","LINCOLN","TOWN OF SKANAWAN",292,0,2,44,44,0,44,0,0,3,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2681","TOWN-OF-SMELSER-WARD-1-2-GRANT","TOWN OF SMELSER GRANT","GRANT","TOWN OF SMELSER",529,0,1,48,48,7,0,41,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2682","TOWN-OF-SOLON-SPRINGS-WARD-1-3-DOUGLAS","TOWN OF SOLON SPRINGS DOUGLAS","DOUGLAS","TOWN OF SOLON SPRINGS",638,0,4,53,53,0,53,0,0,4,0,0,2,1,1,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"2683","TOWN-OF-SOMERS-WARD-1-2-KENOSHA","TOWN OF SOMERS KENOSHA","KENOSHA","TOWN OF SOMERS",706,0,0,101,101,4,97,0,0,5,0,0,0,0,0,0,0,0,0,24,2,5,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0
"2684","TOWN-OF-SOMERSET-WARD-1-6-ST.-CROIX","TOWN OF SOMERSET ST. CROIX","ST. CROIX","TOWN OF SOMERSET",2478,0,6,205,205,0,205,0,0,5,0,0,0,1,4,0,0,0,0,11,1,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"2685","TOWN-OF-SOMO-WARD-1-LINCOLN","TOWN OF SOMO LINCOLN","LINCOLN","TOWN OF SOMO",87,0,0,16,16,0,16,0,0,4,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2686","TOWN-OF-SOUTH-FORK-WARD-1-RUSK","TOWN OF SOUTH FORK RUSK","RUSK","TOWN OF SOUTH FORK",75,0,0,9,9,0,0,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687","TOWN-OF-SOUTH-LANCASTER-WARD-1-3-GRANT","TOWN OF SOUTH LANCASTER GRANT","GRANT","TOWN OF SOUTH LANCASTER",384,0,0,33,33,9,0,24,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2688","TOWN-OF-SPARTA-WARD-1-6-MONROE","TOWN OF SPARTA MONROE","MONROE","TOWN OF SPARTA",1712,7,8,233,233,0,172,61,0,8,0,0,0,0,5,0,0,0,0,29,1,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"2689","TOWN-OF-SPENCER-WARD-1-2-MARATHON","TOWN OF SPENCER MARATHON","MARATHON","TOWN OF SPENCER",841,0,1,81,81,0,81,0,1,3,0,0,0,0,3,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2690","TOWN-OF-SPIDER-LAKE-WARD-1-SAWYER","TOWN OF SPIDER LAKE SAWYER","SAWYER","TOWN OF SPIDER LAKE",296,0,5,106,106,40,0,66,0,4,0,0,0,2,1,0,0,0,0,10,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"2691","TOWN-OF-SPIRIT-WARD-1-PRICE","TOWN OF SPIRIT PRICE","PRICE","TOWN OF SPIRIT",181,0,2,49,49,17,0,32,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2692","TOWN-OF-SPOONER-WARD-1-3-WASHBURN","TOWN OF SPOONER WASHBURN","WASHBURN","TOWN OF SPOONER",495,0,15,191,191,37,0,154,0,6,0,0,0,2,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2693","TOWN-OF-SPRING-BROOK-WARD-1-2-DUNN","TOWN OF SPRING BROOK DUNN","DUNN","TOWN OF SPRING BROOK",954,0,7,119,119,0,55,64,0,4,0,0,0,1,1,0,0,0,0,7,2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2694","TOWN-OF-SPRING-GREEN-WARD-1-4-SAUK","TOWN OF SPRING GREEN SAUK","SAUK","TOWN OF SPRING GREEN",1084,2,19,203,203,2,201,0,0,5,0,0,0,0,4,0,0,0,0,9,1,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
"2695","TOWN-OF-SPRING-GROVE-WARD-1-GREEN","TOWN OF SPRING GROVE GREEN","GREEN","TOWN OF SPRING GROVE",517,0,7,71,71,0,71,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2696","TOWN-OF-SPRING-LAKE-WARD-1-2-PIERCE","TOWN OF SPRING LAKE PIERCE","PIERCE","TOWN OF SPRING LAKE",366,0,1,36,36,2,0,34,0,5,0,0,0,0,4,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2697","TOWN-OF-SPRING-PRAIRIE-WARD-1-4-WALWORTH","TOWN OF SPRING PRAIRIE WALWORTH","WALWORTH","TOWN OF SPRING PRAIRIE",1447,0,5,297,297,0,297,0,0,3,0,0,0,1,1,0,0,0,0,25,5,3,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
"2698","TOWN-OF-SPRING-VALLEY-WARD-1-ROCK","TOWN OF SPRING VALLEY ROCK","ROCK","TOWN OF SPRING VALLEY",461,0,1,79,79,0,79,0,0,6,0,0,0,3,2,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2699","TOWN-OF-SPRINGBROOK-WARD-1-WASHBURN","TOWN OF SPRINGBROOK WASHBURN","WASHBURN","TOWN OF SPRINGBROOK",274,0,8,56,56,20,0,36,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700","TOWN-OF-SPRINGDALE-WARD-1-2-DANE","TOWN OF SPRINGDALE DANE","DANE","TOWN OF SPRINGDALE",1369,0,10,295,295,0,294,0,1,18,0,0,0,5,8,0,0,0,0,15,0,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"2701","TOWN-OF-SPRINGFIELD-WARD-1-3-DANE","TOWN OF SPRINGFIELD DANE","DANE","TOWN OF SPRINGFIELD",1835,0,12,275,275,0,274,0,1,9,0,1,0,0,9,0,0,0,0,26,8,4,1,19,21,0,0,0,0,0,0,0,0,0,0,0,0
"2702","TOWN-OF-SPRINGFIELD-WARD-1-JACKSON","TOWN OF SPRINGFIELD JACKSON","JACKSON","TOWN OF SPRINGFIELD",265,0,4,61,61,0,0,61,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
