"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_identification","provisional_no_dl","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"1677","VILLAGE OF LITTLE CHUTE OUTAGAMIE","OUTAGAMIE","VILLAGE OF LITTLE CHUTE",6173,245,2630,5521,5521,0,5521,0,34,0,0,0,20,14,0,0,0,0,2365,2166,0,1,2349,2345,0,0,0,0,0,0,9,0,0,5,5,0,0,6,0,0,6,6,0,0
"1678","VILLAGE OF LIVINGSTON GRANT","GRANT","VILLAGE OF LIVINGSTON",365,0,34,288,288,35,0,253,5,0,0,0,2,3,0,0,0,0,17,9,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1679","VILLAGE OF LIVINGSTON IOWA","IOWA","VILLAGE OF LIVINGSTON",4,0,0,2,2,0,0,2,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680","VILLAGE OF LOGANVILLE SAUK","SAUK","VILLAGE OF LOGANVILLE",161,0,25,153,153,0,64,89,6,0,0,0,1,3,0,0,0,0,4,3,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1681","VILLAGE OF LOHRVILLE WAUSHARA","WAUSHARA","VILLAGE OF LOHRVILLE",253,2,28,208,208,21,0,187,5,0,0,0,1,4,0,0,0,0,16,12,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682","VILLAGE OF LOMIRA DODGE","DODGE","VILLAGE OF LOMIRA",1419,33,194,1218,1218,0,1218,0,17,0,0,0,2,10,0,0,0,0,200,98,0,0,200,200,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1683","VILLAGE OF LONE ROCK RICHLAND","RICHLAND","VILLAGE OF LONE ROCK",482,0,38,379,379,127,0,252,7,0,0,0,0,2,0,0,0,0,19,9,0,0,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1684","VILLAGE OF LOWELL DODGE","DODGE","VILLAGE OF LOWELL",192,0,28,169,169,0,169,0,6,0,1,0,0,4,0,0,0,0,6,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685","VILLAGE OF LUBLIN TAYLOR","TAYLOR","VILLAGE OF LUBLIN",71,0,8,53,53,28,0,25,3,0,0,0,0,1,0,0,0,0,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686","VILLAGE OF LUCK POLK","POLK","VILLAGE OF LUCK",878,130,110,572,572,0,253,319,5,0,0,0,0,2,0,0,0,0,87,70,0,0,87,87,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1687","VILLAGE OF LUXEMBURG KEWAUNEE","KEWAUNEE","VILLAGE OF LUXEMBURG",1472,31,147,1268,1268,0,1024,244,4,0,0,0,1,3,0,0,0,0,185,145,1,0,183,183,0,0,0,0,0,0,6,1,0,5,5,0,0,1,0,0,1,1,0,0
"1688","VILLAGE OF LYNDON STATION JUNEAU","JUNEAU","VILLAGE OF LYNDON STATION",251,0,41,201,201,39,0,162,5,0,0,0,1,2,0,0,0,0,13,8,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1689","VILLAGE OF LYNXVILLE CRAWFORD","CRAWFORD","VILLAGE OF LYNXVILLE",81,1,9,71,71,15,0,56,3,0,0,0,0,1,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","VILLAGE OF MAIDEN ROCK PIERCE","PIERCE","VILLAGE OF MAIDEN ROCK",90,0,7,83,82,6,0,76,5,0,0,0,1,1,0,0,0,0,6,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","VILLAGE OF MAINE MARATHON","MARATHON","VILLAGE OF MAINE",1649,2,113,1469,1469,1469,0,0,25,0,1,0,2,10,0,0,0,0,173,115,0,0,172,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692","VILLAGE OF MAPLE BLUFF DANE","DANE","VILLAGE OF MAPLE BLUFF",1173,23,52,1060,1060,0,1060,0,15,0,0,1,2,7,0,0,0,0,373,321,4,0,367,367,0,2,0,0,0,0,1,0,0,1,1,0,0,4,0,0,4,4,0,0
"1693","VILLAGE OF MARATHON CITY MARATHON","MARATHON","VILLAGE OF MARATHON CITY",952,22,90,857,857,0,857,0,6,0,0,0,0,2,0,0,0,0,113,35,0,0,113,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","VILLAGE OF MARIBEL MANITOWOC","MANITOWOC","VILLAGE OF MARIBEL",199,0,32,174,174,174,0,0,6,0,0,0,0,2,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","VILLAGE OF MARQUETTE GREEN LAKE","GREEN LAKE","VILLAGE OF MARQUETTE",108,0,11,89,89,23,0,66,6,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","VILLAGE OF MARSHALL DANE","DANE","VILLAGE OF MARSHALL",2164,75,208,1765,1765,0,1765,0,22,2,0,3,10,7,1,0,0,1,298,261,4,0,302,302,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,2,0,0
"1697","VILLAGE OF MASON BAYFIELD","BAYFIELD","VILLAGE OF MASON",50,0,0,42,42,0,42,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","VILLAGE OF MATTOON SHAWANO","SHAWANO","VILLAGE OF MATTOON",174,1,22,148,148,43,0,105,5,0,0,0,0,1,0,0,0,0,10,2,2,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","VILLAGE OF MAZOMANIE DANE","DANE","VILLAGE OF MAZOMANIE",1122,8,105,943,943,0,943,0,9,0,0,1,3,0,0,0,0,0,139,93,0,0,137,138,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1700","VILLAGE OF MCFARLAND DANE","DANE","VILLAGE OF MCFARLAND",5516,196,422,4990,4990,0,4990,0,65,0,0,9,53,0,3,0,1,2,3031,2828,13,3,3008,2977,0,2,0,0,0,0,7,2,0,5,4,0,1,11,1,0,9,9,0,0
"1701","VILLAGE OF MELROSE JACKSON","JACKSON","VILLAGE OF MELROSE",327,1,39,272,272,30,0,242,7,0,0,0,0,4,0,0,0,0,27,10,2,0,25,24,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1702","VILLAGE OF MELVINA MONROE","MONROE","VILLAGE OF MELVINA",44,0,6,38,38,0,0,38,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","VILLAGE OF MENOMONEE FALLS WAUKESHA","WAUKESHA","VILLAGE OF MENOMONEE FALLS",24914,653,1813,22623,22623,0,22623,0,403,0,7,3,86,138,0,0,0,0,8341,6943,306,23,8203,8184,4,10,0,0,0,0,30,11,0,16,16,0,2,32,3,0,26,25,2,6
"1704","VILLAGE OF MERRILLAN JACKSON","JACKSON","VILLAGE OF MERRILLAN",296,7,37,243,243,29,0,214,5,0,0,0,0,4,0,0,0,0,26,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","VILLAGE OF MERRIMAC SAUK","SAUK","VILLAGE OF MERRIMAC",303,5,41,283,283,0,283,0,6,0,0,0,2,2,0,0,0,0,38,32,0,0,38,38,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1706","VILLAGE OF MERTON WAUKESHA","WAUKESHA","VILLAGE OF MERTON",2227,1,136,1976,1976,0,1975,0,24,0,0,0,18,2,0,0,0,0,714,599,10,0,714,713,1,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0,2,2,0,1
"1707","VILLAGE OF MILLADORE PORTAGE","PORTAGE","VILLAGE OF MILLADORE",4,0,1,3,3,3,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1708","VILLAGE OF MILLADORE WOOD","WOOD","VILLAGE OF MILLADORE",159,0,17,137,137,0,137,0,7,0,0,0,0,5,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","VILLAGE OF MILLTOWN POLK","POLK","VILLAGE OF MILLTOWN",429,4,76,390,390,123,0,266,5,0,0,0,2,2,0,0,0,0,26,15,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","VILLAGE OF MINONG WASHBURN","WASHBURN","VILLAGE OF MINONG",280,3,28,220,220,79,0,141,6,0,0,0,2,3,0,0,0,0,25,20,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1711","VILLAGE OF MISHICOT MANITOWOC","MANITOWOC","VILLAGE OF MISHICOT",877,12,70,742,742,0,736,0,9,0,0,0,1,4,2,2,0,0,92,23,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","VILLAGE OF MONTFORT GRANT","GRANT","VILLAGE OF MONTFORT",316,3,38,275,275,36,0,239,10,0,0,0,3,4,0,0,0,0,25,13,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","VILLAGE OF MONTFORT IOWA","IOWA","VILLAGE OF MONTFORT",54,2,8,54,54,7,0,47,10,0,0,0,3,4,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","VILLAGE OF MONTICELLO GREEN","GREEN","VILLAGE OF MONTICELLO",750,13,61,637,637,0,637,0,6,0,0,0,0,0,0,0,0,0,74,63,0,0,74,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1715","VILLAGE OF MOUNT CALVARY FOND DU LAC","FOND DU LAC","VILLAGE OF MOUNT CALVARY",323,0,43,305,305,0,305,0,3,0,0,0,0,0,0,0,0,0,19,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716","VILLAGE OF MOUNT HOPE GRANT","GRANT","VILLAGE OF MOUNT HOPE",90,0,8,83,84,6,0,77,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","VILLAGE OF MOUNT HOREB DANE","DANE","VILLAGE OF MOUNT HOREB",4628,114,366,4145,4147,0,4145,0,60,0,2,2,11,21,0,0,0,0,1240,1027,12,6,1220,1220,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0
"1718","VILLAGE OF MOUNT PLEASANT RACINE","RACINE","VILLAGE OF MOUNT PLEASANT",18390,473,1268,15265,15271,0,13913,1352,122,0,0,0,57,65,1,0,0,1,7695,6590,59,0,7619,7599,12,4,0,0,0,0,20,7,0,12,12,0,0,11,2,0,9,9,0,0
"1719","VILLAGE OF MT. STERLING CRAWFORD","CRAWFORD","VILLAGE OF MT. STERLING",101,0,13,88,88,4,0,84,4,0,0,0,0,3,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","VILLAGE OF MUKWONAGO WALWORTH","WALWORTH","VILLAGE OF MUKWONAGO",82,4,15,99,99,0,99,0,23,1,0,0,5,8,0,0,0,0,37,32,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
"1721","VILLAGE OF MUKWONAGO WAUKESHA","WAUKESHA","VILLAGE OF MUKWONAGO",4827,181,395,4257,4256,0,4257,0,23,1,0,0,5,8,0,0,0,0,1963,2293,14,7,1963,1960,0,1,0,0,0,0,6,2,0,3,3,0,0,0,0,0,0,0,0,0
"1722","VILLAGE OF MUSCODA GRANT","GRANT","VILLAGE OF MUSCODA",569,12,50,505,505,370,0,135,10,0,0,0,3,5,0,0,0,0,77,40,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723","VILLAGE OF MUSCODA IOWA","IOWA","VILLAGE OF MUSCODA",23,1,1,15,15,12,0,3,10,0,0,0,3,5,0,0,0,0,5,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1724","VILLAGE OF NASHOTAH WAUKESHA","WAUKESHA","VILLAGE OF NASHOTAH",996,23,73,876,876,0,876,0,17,0,0,0,6,6,0,0,0,0,181,141,4,0,178,178,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1725","VILLAGE OF NECEDAH JUNEAU","JUNEAU","VILLAGE OF NECEDAH",458,0,43,388,388,93,0,295,6,0,1,0,5,0,0,0,0,0,74,0,2,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1726","VILLAGE OF NELSON BUFFALO","BUFFALO","VILLAGE OF NELSON",192,0,30,175,175,48,0,118,6,0,0,0,0,3,0,0,0,0,9,7,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1727","VILLAGE OF NELSONVILLE PORTAGE","PORTAGE","VILLAGE OF NELSONVILLE",111,0,111,97,97,66,0,0,6,0,0,1,0,0,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1728","VILLAGE OF NEOSHO DODGE","DODGE","VILLAGE OF NEOSHO",375,2,43,344,344,0,344,0,7,0,0,0,2,3,0,0,0,0,29,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729","VILLAGE OF NESHKORO MARQUETTE","MARQUETTE","VILLAGE OF NESHKORO",233,0,25,199,199,8,0,191,6,0,0,0,1,1,0,0,0,0,8,5,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730","VILLAGE OF NEW AUBURN BARRON","BARRON","VILLAGE OF NEW AUBURN",13,0,5,13,14,0,0,13,6,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1731","VILLAGE OF NEW AUBURN CHIPPEWA","CHIPPEWA","VILLAGE OF NEW AUBURN",262,2,34,217,216,0,67,150,3,0,0,0,1,3,0,1,0,1,17,9,0,0,17,0,17,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1732","VILLAGE OF NEW GLARUS GREEN","GREEN","VILLAGE OF NEW GLARUS",1410,32,101,1224,1224,0,1224,0,7,0,0,0,0,0,0,0,0,0,308,226,3,0,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,8,8,0,0
"1733","VILLAGE OF NEWBURG OZAUKEE","OZAUKEE","VILLAGE OF NEWBURG",56,1,6,47,47,0,47,0,10,0,0,0,2,4,0,0,0,0,9,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734","VILLAGE OF NEWBURG WASHINGTON","WASHINGTON","VILLAGE OF NEWBURG",711,19,68,609,609,0,609,0,10,0,0,0,2,4,0,0,0,0,67,60,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1735","VILLAGE OF NICHOLS OUTAGAMIE","OUTAGAMIE","VILLAGE OF NICHOLS",135,1,19,114,114,21,0,93,4,0,0,0,1,1,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736","VILLAGE OF NORTH FOND DU LAC FOND DU LAC","FOND DU LAC","VILLAGE OF NORTH FOND DU LAC",2702,64,332,2392,2393,0,2392,0,15,0,0,1,5,7,0,0,0,0,882,797,5,3,868,868,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737","VILLAGE OF NORTH FREEDOM SAUK","SAUK","VILLAGE OF NORTH FREEDOM",345,6,45,292,292,0,292,0,4,0,0,0,1,1,0,1,1,0,11,9,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1738","VILLAGE OF NORTH HUDSON ST. CROIX","ST. CROIX","VILLAGE OF NORTH HUDSON",2619,63,229,2241,2241,0,2241,0,16,0,0,0,2,7,0,0,0,0,720,616,4,0,720,720,0,1,0,0,0,0,4,2,0,2,2,0,0,3,0,0,3,3,0,0
"1739","VILLAGE OF NORTH PRAIRIE WAUKESHA","WAUKESHA","VILLAGE OF NORTH PRAIRIE",1520,22,96,1332,1332,0,1332,0,5,0,0,0,2,3,0,0,0,0,321,289,2,0,318,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1740","VILLAGE OF NORWALK MONROE","MONROE","VILLAGE OF NORWALK",227,5,21,210,210,45,0,165,6,0,0,0,2,3,0,0,0,0,7,4,0,0,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1741","VILLAGE OF OAKDALE MONROE","MONROE","VILLAGE OF OAKDALE",128,1,16,117,117,33,0,84,7,0,0,0,2,3,0,0,0,0,6,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","VILLAGE OF OAKFIELD FOND DU LAC","FOND DU LAC","VILLAGE OF OAKFIELD",720,7,58,601,601,0,601,0,9,0,0,0,0,9,0,0,0,0,51,37,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1743","VILLAGE OF OCONOMOWOC LAKE WAUKESHA","WAUKESHA","VILLAGE OF OCONOMOWOC LAKE",436,10,15,360,360,0,360,0,6,0,0,0,3,3,0,0,0,0,112,80,5,1,106,105,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1744","VILLAGE OF OGDENSBURG WAUPACA","WAUPACA","VILLAGE OF OGDENSBURG",84,0,20,84,84,3,0,81,4,0,0,0,0,0,0,0,0,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745","VILLAGE OF OLIVER DOUGLAS","DOUGLAS","VILLAGE OF OLIVER",293,1,27,254,254,0,254,0,3,0,0,1,0,1,0,0,0,0,18,12,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1746","VILLAGE OF ONTARIO VERNON","VERNON","VILLAGE OF ONTARIO",234,1,20,194,194,85,0,109,5,0,0,0,2,2,0,0,0,0,17,12,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1747","VILLAGE OF OOSTBURG SHEBOYGAN","SHEBOYGAN","VILLAGE OF OOSTBURG",2106,31,93,1869,1869,0,1869,0,15,0,0,0,8,4,0,0,0,0,416,268,3,0,410,410,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
"1748","VILLAGE OF OREGON DANE","DANE","VILLAGE OF OREGON",6903,189,514,6017,6017,0,6017,0,79,0,0,0,9,36,1,0,0,1,1971,1676,23,0,1948,1947,1,0,0,0,0,0,4,2,0,1,2,0,0,4,0,0,4,4,0,0
"1749","VILLAGE OF ORFORDVILLE ROCK","ROCK","VILLAGE OF ORFORDVILLE",863,6,49,669,668,0,668,0,9,0,0,0,1,2,0,0,0,0,119,84,0,0,119,117,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1750","VILLAGE OF OSCEOLA POLK","POLK","VILLAGE OF OSCEOLA",1466,10,236,1202,1202,0,331,871,14,0,0,0,3,6,0,0,0,0,192,0,0,0,185,184,1,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0
"1751","VILLAGE OF OXFORD MARQUETTE","MARQUETTE","VILLAGE OF OXFORD",301,1,25,256,256,53,0,203,6,0,0,0,5,1,0,0,0,0,20,11,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1752","VILLAGE OF PADDOCK LAKE KENOSHA","KENOSHA","VILLAGE OF PADDOCK LAKE",1745,40,996,1432,1432,1074,0,0,25,16,1,0,1,2,0,0,0,0,427,363,6,0,416,416,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0
"1753","VILLAGE OF PALMYRA JEFFERSON","JEFFERSON","VILLAGE OF PALMYRA",1076,18,111,905,905,0,905,0,15,0,0,1,5,8,0,0,0,0,108,89,2,0,107,107,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1
"1754","VILLAGE OF PARDEEVILLE COLUMBIA","COLUMBIA","VILLAGE OF PARDEEVILLE",1233,20,429,1032,1032,1032,0,0,9,0,0,0,1,6,0,0,0,0,126,110,1,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1755","VILLAGE OF PARK RIDGE PORTAGE","PORTAGE","VILLAGE OF PARK RIDGE",372,18,28,351,351,347,0,4,1,0,0,0,3,6,0,0,0,0,44,33,0,0,44,44,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1756","VILLAGE OF PATCH GROVE GRANT","GRANT","VILLAGE OF PATCH GROVE",91,1,18,95,95,35,0,60,6,0,0,0,2,2,0,0,0,0,8,4,0,0,8,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1757","VILLAGE OF PEPIN PEPIN","PEPIN","VILLAGE OF PEPIN",461,7,49,410,410,134,0,276,9,0,0,0,3,3,0,0,0,0,83,56,4,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1758","VILLAGE OF PEWAUKEE WAUKESHA","WAUKESHA","VILLAGE OF PEWAUKEE",5282,183,515,4654,4654,0,4654,0,50,10,0,0,5,19,2,0,0,2,1875,1507,13,5,1853,1849,3,3,0,0,0,0,11,2,0,9,9,0,0,6,0,0,4,4,0,0
"1759","VILLAGE OF PIGEON FALLS TREMPEALEAU","TREMPEALEAU","VILLAGE OF PIGEON FALLS",8,3,18,191,191,35,0,156,5,0,0,0,0,1,0,0,0,0,35,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760","VILLAGE OF PLAIN SAUK","SAUK","VILLAGE OF PLAIN",461,3,42,410,413,0,410,0,7,0,0,0,0,2,0,0,0,0,44,28,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1761","VILLAGE OF PLAINFIELD WAUSHARA","WAUSHARA","VILLAGE OF PLAINFIELD",422,2,59,374,374,99,0,275,5,0,0,1,1,2,0,0,0,0,32,27,0,0,5,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1762","VILLAGE OF PLEASANT PRAIRIE KENOSHA","KENOSHA","VILLAGE OF PLEASANT PRAIRIE",12789,421,977,11234,11234,0,11234,0,57,0,0,0,10,21,0,0,0,0,5370,4511,48,0,5321,5311,10,3,1,1,0,0,18,4,0,13,14,0,0,5,1,0,2,2,0,2
"1763","VILLAGE OF PLOVER PORTAGE","PORTAGE","VILLAGE OF PLOVER",7369,340,647,6504,6504,0,6534,0,31,0,0,2,3,6,6,0,1,5,4439,4040,15,0,4421,4417,4,3,0,0,0,0,15,4,0,7,7,0,0,6,1,0,5,5,0,1
"1764","VILLAGE OF PLUM CITY PIERCE","PIERCE","VILLAGE OF PLUM CITY",338,10,23,293,293,0,83,210,5,0,0,0,1,1,0,0,0,0,53,16,1,0,52,52,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1765","VILLAGE OF POPLAR DOUGLAS","DOUGLAS","VILLAGE OF POPLAR",400,0,38,347,347,0,347,0,3,0,0,1,0,0,0,0,0,0,29,17,1,0,28,28,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1766","VILLAGE OF PORT EDWARDS WOOD","WOOD","VILLAGE OF PORT EDWARDS",1086,10,95,976,976,0,976,0,6,0,0,0,0,1,0,0,0,0,133,87,3,0,130,130,0,0,0,0,0,0,3,1,0,2,2,0,0,1,0,0,1,1,0,0
"1767","VILLAGE OF POTOSI GRANT","GRANT","VILLAGE OF POTOSI",443,4,25,363,363,102,0,261,3,0,0,0,0,3,0,0,0,0,33,25,0,0,33,33,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1768","VILLAGE OF POTTER CALUMET","CALUMET","VILLAGE OF POTTER",172,0,13,146,146,0,95,51,6,0,0,1,2,1,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1769","VILLAGE OF POUND MARINETTE","MARINETTE","VILLAGE OF POUND",175,2,23,152,152,11,0,141,3,0,0,2,1,0,0,0,0,0,11,5,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1770","VILLAGE OF POYNETTE COLUMBIA","COLUMBIA","VILLAGE OF POYNETTE",1514,12,141,1243,1243,1243,0,0,14,0,0,0,8,6,0,0,0,0,344,289,1,0,343,341,2,0,0,0,0,0,4,2,0,2,2,0,0,1,0,0,1,1,0,0
"1771","VILLAGE OF PRAIRIE DU SAC SAUK","SAUK","VILLAGE OF PRAIRIE DU SAC",2663,71,223,2331,2331,2331,0,0,10,0,0,0,1,8,2,0,2,0,951,831,7,0,947,937,10,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,1,0,0
"1772","VILLAGE OF PRAIRIE FARM BARRON","BARRON","VILLAGE OF PRAIRIE FARM",215,2,42,192,192,16,0,176,4,0,0,1,1,2,1,0,1,0,4,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1773","VILLAGE OF PRENTICE PRICE","PRICE","VILLAGE OF PRENTICE",320,1,26,280,280,183,0,97,6,0,0,0,0,6,0,0,0,0,19,7,1,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1774","VILLAGE OF PULASKI BROWN","BROWN","VILLAGE OF PULASKI",1742,90,227,1533,1533,2,1531,0,7,0,0,0,0,7,2,2,2,0,384,265,2,1,381,380,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1775","VILLAGE OF PULASKI SHAWANO","SHAWANO","VILLAGE OF PULASKI",78,1,16,68,68,0,68,0,7,0,0,0,0,7,0,0,0,0,9,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
