"","muni_county","county","municipality","registrants","late_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","x71","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"1687","VILLAGE OF LAVALLE SAUK","SAUK","VILLAGE OF LAVALLE",203,2,176,176,0,168,8,0,4,0,0,1,2,1,0,15,5,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","VILLAGE OF LENA OCONTO","OCONTO","VILLAGE OF LENA",284,4,251,251,70,0,181,0,6,0,0,1,0,4,1,35,18,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","VILLAGE OF LIME RIDGE SAUK","SAUK","VILLAGE OF LIME RIDGE",97,0,87,87,0,87,0,0,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","VILLAGE OF LINDEN IOWA","IOWA","VILLAGE OF LINDEN",279,1,245,245,12,0,233,0,5,0,0,1,2,1,1,12,6,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","VILLAGE OF LITTLE CHUTE OUTAGAMIE","OUTAGAMIE","VILLAGE OF LITTLE CHUTE",6113,195,5481,5481,18,5281,180,0,36,0,0,1,6,19,10,1913,1495,11,0,1892,1896,3,1,2,2,0,0,11,2,0,8,8,0,2,6,1,0,5,5,0,0
"1692","VILLAGE OF LIVINGSTON GRANT","GRANT","VILLAGE OF LIVINGSTON",359,4,323,323,89,0,234,0,8,0,0,0,4,4,0,20,12,0,0,20,20,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1693","VILLAGE OF LIVINGSTON IOWA","IOWA","VILLAGE OF LIVINGSTON",4,0,4,4,0,0,4,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","VILLAGE OF LOGANVILLE SAUK","SAUK","VILLAGE OF LOGANVILLE",164,1,134,134,0,74,60,0,3,0,0,0,0,1,2,7,3,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","VILLAGE OF LOHRVILLE WAUSHARA","WAUSHARA","VILLAGE OF LOHRVILLE",245,0,195,195,40,0,155,0,3,0,0,0,2,0,1,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","VILLAGE OF LOMIRA DODGE","DODGE","VILLAGE OF LOMIRA",1379,37,1233,1233,0,1232,0,0,9,0,0,0,1,3,5,225,180,0,0,224,224,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1697","VILLAGE OF LONE ROCK RICHLAND","RICHLAND","VILLAGE OF LONE ROCK",450,0,394,394,164,0,230,0,5,0,0,0,0,1,4,20,4,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","VILLAGE OF LOWELL DODGE","DODGE","VILLAGE OF LOWELL",190,0,172,172,0,171,0,0,6,0,0,0,2,3,1,5,3,2,0,4,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1699","VILLAGE OF LUBLIN TAYLOR","TAYLOR","VILLAGE OF LUBLIN",67,0,56,56,42,0,14,0,4,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700","VILLAGE OF LUCK POLK","POLK","VILLAGE OF LUCK",623,13,523,523,0,285,238,0,3,0,0,0,0,3,0,64,48,1,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1701","VILLAGE OF LUXEMBURG KEWAUNEE","KEWAUNEE","VILLAGE OF LUXEMBURG",1476,2,1309,1309,0,1089,220,0,9,0,2,0,2,3,2,176,138,0,0,175,174,1,0,1,1,0,0,4,1,0,3,3,0,1,1,0,0,1,1,0,0
"1702","VILLAGE OF LYNDON STATION JUNEAU","JUNEAU","VILLAGE OF LYNDON STATION",267,1,210,210,61,0,149,0,5,0,0,0,1,2,3,6,1,0,0,7,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1703","VILLAGE OF LYNXVILLE CRAWFORD","CRAWFORD","VILLAGE OF LYNXVILLE",90,0,74,74,11,0,63,0,4,0,0,0,1,1,2,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","VILLAGE OF MAIDEN ROCK PIERCE","PIERCE","VILLAGE OF MAIDEN ROCK",91,0,80,80,8,0,72,0,4,0,0,0,1,3,0,8,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","VILLAGE OF MAINE MARATHON","MARATHON","VILLAGE OF MAINE",1600,4,1442,1442,1442,0,0,0,18,0,0,0,2,13,3,178,111,3,0,177,179,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
"1706","VILLAGE OF MAPLE BLUFF DANE","DANE","VILLAGE OF MAPLE BLUFF",1128,12,1035,1035,4,1031,0,0,16,0,1,0,5,7,3,298,235,3,0,290,292,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
"1707","VILLAGE OF MARATHON CITY MARATHON","MARATHON","VILLAGE OF MARATHON CITY",978,8,853,853,0,853,0,0,6,0,0,0,0,2,4,104,70,2,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1708","VILLAGE OF MARIBEL MANITOWOC","MANITOWOC","VILLAGE OF MARIBEL",217,0,185,185,185,0,0,2,5,0,0,0,0,3,2,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","VILLAGE OF MARQUETTE GREEN LAKE","GREEN LAKE","VILLAGE OF MARQUETTE",91,0,69,69,13,0,56,0,5,0,0,0,1,2,2,7,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","VILLAGE OF MARSHALL DANE","DANE","VILLAGE OF MARSHALL",2052,46,1874,1874,0,1874,0,3,21,4,1,1,7,8,0,330,271,2,0,324,328,1,0,0,0,0,0,3,2,0,1,1,0,0,1,0,0,0,1,0,0
"1711","VILLAGE OF MASON BAYFIELD","BAYFIELD","VILLAGE OF MASON",63,0,52,52,0,52,0,42,5,0,1,0,3,0,1,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","VILLAGE OF MATTOON SHAWANO","SHAWANO","VILLAGE OF MATTOON",206,0,162,162,44,0,118,0,5,0,0,0,0,2,3,5,3,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","VILLAGE OF MAZOMANIE DANE","DANE","VILLAGE OF MAZOMANIE",1157,26,993,993,0,992,0,1,11,0,1,0,5,6,0,146,111,3,0,143,141,2,0,0,0,0,0,5,4,0,0,0,0,0,2,0,0,2,2,0,0
"1714","VILLAGE OF MCFARLAND DANE","DANE","VILLAGE OF MCFARLAND",5411,149,4932,4932,0,4932,0,0,37,2,0,1,6,24,4,2729,2415,12,0,2707,2716,0,1,1,1,0,0,4,1,0,3,3,0,0,6,0,0,6,6,0,0
"1715","VILLAGE OF MELROSE JACKSON","JACKSON","VILLAGE OF MELROSE",351,0,265,265,32,0,233,0,7,1,0,0,0,3,3,21,6,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1716","VILLAGE OF MELVINA MONROE","MONROE","VILLAGE OF MELVINA",49,0,31,31,0,0,31,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","VILLAGE OF MENOMONEE FALLS WAUKESHA","WAUKESHA","VILLAGE OF MENOMONEE FALLS",24086,586,22774,22774,792,21975,0,0,356,0,0,6,62,111,177,7552,5846,68,21,7355,7386,34,3,0,0,0,0,41,9,3,26,28,1,0,16,4,0,9,9,5,5
"1718","VILLAGE OF MERRILLAN JACKSON","JACKSON","VILLAGE OF MERRILLAN",310,3,245,245,54,0,191,0,6,0,0,0,1,3,2,34,25,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719","VILLAGE OF MERRIMAC SAUK","SAUK","VILLAGE OF MERRIMAC",274,7,261,261,0,261,0,0,6,0,0,1,0,3,2,20,6,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","VILLAGE OF MERTON WAUKESHA","WAUKESHA","VILLAGE OF MERTON",2087,24,1949,1949,0,1949,0,0,11,0,0,0,5,6,0,635,532,8,0,605,619,0,0,2,2,0,0,6,2,0,4,2,2,0,2,0,0,2,2,0,0
"1721","VILLAGE OF MILLADORE PORTAGE","PORTAGE","VILLAGE OF MILLADORE",0,0,0,0,0,0,0,0,7,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1722","VILLAGE OF MILLADORE WOOD","WOOD","VILLAGE OF MILLADORE",168,0,133,133,0,133,0,3,7,0,1,2,2,0,2,6,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723","VILLAGE OF MILLTOWN POLK","POLK","VILLAGE OF MILLTOWN",453,6,374,374,142,0,232,0,5,0,0,0,0,2,3,41,19,1,0,40,39,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"1724","VILLAGE OF MINONG WASHBURN","WASHBURN","VILLAGE OF MINONG",289,0,247,247,101,0,146,0,3,0,0,0,2,1,0,18,2,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1725","VILLAGE OF MISHICOT MANITOWOC","MANITOWOC","VILLAGE OF MISHICOT",889,14,781,781,0,781,0,5,7,0,0,0,1,3,3,125,93,3,0,122,122,0,0,1,1,0,0,2,1,0,1,1,0,1,1,0,0,1,1,0,0
"1726","VILLAGE OF MONTFORT GRANT","GRANT","VILLAGE OF MONTFORT",334,4,276,276,57,0,219,0,7,0,0,0,3,4,0,23,10,0,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1727","VILLAGE OF MONTFORT IOWA","IOWA","VILLAGE OF MONTFORT",64,0,55,55,14,0,41,0,7,0,0,0,3,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1728","VILLAGE OF MONTICELLO GREEN","GREEN","VILLAGE OF MONTICELLO",754,20,675,675,0,657,0,0,7,0,0,0,0,0,0,75,56,1,1,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729","VILLAGE OF MOUNT CALVARY FOND DU LAC","FOND DU LAC","VILLAGE OF MOUNT CALVARY",372,1,300,300,300,0,0,0,4,0,0,0,1,2,1,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730","VILLAGE OF MOUNT HOPE GRANT","GRANT","VILLAGE OF MOUNT HOPE",79,0,68,67,12,0,56,0,3,0,0,0,0,0,3,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1731","VILLAGE OF MOUNT HOREB DANE","DANE","VILLAGE OF MOUNT HOREB",4509,78,4136,4136,0,4136,0,0,52,1,0,1,20,15,15,963,770,6,1,179,954,2,0,0,0,0,0,8,0,1,5,7,0,0,5,0,0,3,4,0,1
"1732","VILLAGE OF MOUNT PLEASANT RACINE","RACINE","VILLAGE OF MOUNT PLEASANT",18248,288,16903,16903,0,15118,1785,0,97,0,0,3,45,39,10,6417,4811,250,33,6128,6097,54,0,0,0,0,0,20,8,0,12,12,0,0,5,1,0,3,4,0,0
"1733","VILLAGE OF MT. STERLING CRAWFORD","CRAWFORD","VILLAGE OF MT. STERLING",120,0,91,91,17,0,74,0,4,0,0,0,0,2,2,6,6,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734","VILLAGE OF MUKWONAGO WALWORTH","WALWORTH","VILLAGE OF MUKWONAGO",61,5,63,63,0,63,0,0,33,0,0,2,10,21,0,22,15,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
"1735","VILLAGE OF MUKWONAGO WAUKESHA","WAUKESHA","VILLAGE OF MUKWONAGO",4625,119,4163,4161,0,4163,0,0,33,0,0,2,10,21,0,1920,1601,6,1,1905,1906,4,1,0,0,0,0,7,1,0,3,3,1,2,1,0,0,0,0,1,1
"1736","VILLAGE OF MUSCODA GRANT","GRANT","VILLAGE OF MUSCODA",640,8,563,563,554,0,9,0,10,0,0,0,4,4,2,69,25,0,0,66,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737","VILLAGE OF MUSCODA IOWA","IOWA","VILLAGE OF MUSCODA",23,0,26,26,25,0,1,0,10,0,0,0,4,4,2,5,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1738","VILLAGE OF NASHOTAH WAUKESHA","WAUKESHA","VILLAGE OF NASHOTAH",1017,13,936,936,0,936,0,0,16,0,0,0,1,7,8,240,182,12,0,230,9,0,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1739","VILLAGE OF NECEDAH JUNEAU","JUNEAU","VILLAGE OF NECEDAH",503,0,425,425,91,0,334,0,5,0,0,2,0,0,3,70,0,5,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1740","VILLAGE OF NELSON BUFFALO","BUFFALO","VILLAGE OF NELSON",204,0,164,164,38,0,126,0,5,0,0,0,2,0,3,8,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","VILLAGE OF NELSONVILLE PORTAGE","PORTAGE","VILLAGE OF NELSONVILLE",104,0,88,88,55,0,0,33,5,0,0,0,0,2,3,6,5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","VILLAGE OF NEOSHO DODGE","DODGE","VILLAGE OF NEOSHO",381,4,333,333,0,333,0,0,4,0,0,0,1,1,2,23,7,0,0,23,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1743","VILLAGE OF NESHKORO MARQUETTE","MARQUETTE","VILLAGE OF NESHKORO",268,0,216,216,18,0,198,0,7,1,0,0,1,11,0,18,9,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744","VILLAGE OF NEW AUBURN BARRON","BARRON","VILLAGE OF NEW AUBURN",11,0,9,8,0,0,10,0,14,0,0,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745","VILLAGE OF NEW AUBURN CHIPPEWA","CHIPPEWA","VILLAGE OF NEW AUBURN",266,8,221,222,0,95,126,0,7,0,0,1,1,3,2,19,6,0,0,19,18,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
"1746","VILLAGE OF NEW GLARUS GREEN","GREEN","VILLAGE OF NEW GLARUS",1396,50,1256,1256,0,1253,0,0,7,0,0,0,0,0,0,244,173,3,0,240,241,0,0,1,0,1,0,2,2,0,0,0,0,0,5,1,0,3,4,0,0
"1747","VILLAGE OF NEWBURG OZAUKEE","OZAUKEE","VILLAGE OF NEWBURG",54,0,48,48,0,48,0,0,8,0,0,0,0,3,5,5,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1748","VILLAGE OF NEWBURG WASHINGTON","WASHINGTON","VILLAGE OF NEWBURG",701,0,623,623,0,623,0,0,7,0,0,0,0,3,5,42,27,0,0,42,40,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1749","VILLAGE OF NICHOLS OUTAGAMIE","OUTAGAMIE","VILLAGE OF NICHOLS",145,2,106,106,23,0,83,0,4,0,0,0,2,2,0,9,5,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750","VILLAGE OF NORTH BAY RACINE","RACINE","VILLAGE OF NORTH BAY",187,2,175,175,175,0,0,0,9,0,0,0,1,8,0,34,24,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1751","VILLAGE OF NORTH FOND DU LAC FOND DU LAC","FOND DU LAC","VILLAGE OF NORTH FOND DU LAC",2762,40,2441,2441,0,2441,0,0,12,0,0,1,2,9,0,776,609,11,2,763,758,5,0,0,0,0,0,5,2,0,2,3,0,0,0,0,0,0,0,0,0
"1752","VILLAGE OF NORTH FREEDOM SAUK","SAUK","VILLAGE OF NORTH FREEDOM",352,3,305,305,0,305,0,0,4,0,0,0,0,3,1,22,15,2,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1753","VILLAGE OF NORTH HUDSON ST. CROIX","ST. CROIX","VILLAGE OF NORTH HUDSON",2584,45,2259,2259,4,1912,343,0,14,0,0,0,3,7,4,423,321,10,0,412,416,0,0,1,0,1,0,3,0,1,2,2,0,0,4,2,0,1,1,0,1
"1754","VILLAGE OF NORTH PRAIRIE WAUKESHA","WAUKESHA","VILLAGE OF NORTH PRAIRIE",1514,17,1371,1371,0,1371,0,0,5,0,0,0,3,2,0,306,243,4,0,300,302,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1755","VILLAGE OF NORWALK MONROE","MONROE","VILLAGE OF NORWALK",258,3,214,214,0,0,159,0,6,0,0,0,2,2,2,22,13,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1756","VILLAGE OF OAKDALE MONROE","MONROE","VILLAGE OF OAKDALE",129,2,113,113,24,0,89,0,7,0,0,0,0,2,5,7,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757","VILLAGE OF OAKFIELD FOND DU LAC","FOND DU LAC","VILLAGE OF OAKFIELD",683,19,609,609,0,609,0,0,6,0,0,0,1,4,1,89,70,29,0,88,87,1,0,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"1758","VILLAGE OF OCONOMOWOC LAKE WAUKESHA","WAUKESHA","VILLAGE OF OCONOMOWOC LAKE",452,19,389,389,0,389,0,0,6,0,0,0,0,1,5,138,80,1,0,116,137,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1759","VILLAGE OF OGDENSBURG WAUPACA","WAUPACA","VILLAGE OF OGDENSBURG",85,1,82,82,5,0,77,0,4,0,0,0,0,1,2,5,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760","VILLAGE OF OLIVER DOUGLAS","DOUGLAS","VILLAGE OF OLIVER",266,8,245,245,0,245,0,0,3,0,0,0,2,1,0,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1761","VILLAGE OF ONTARIO VERNON","VERNON","VILLAGE OF ONTARIO",238,0,185,185,69,0,116,0,5,0,0,0,0,2,3,11,9,0,0,2,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1762","VILLAGE OF OOSTBURG SHEBOYGAN","SHEBOYGAN","VILLAGE OF OOSTBURG",2086,14,1868,1868,0,1868,0,0,12,0,0,1,2,6,3,312,153,9,0,301,303,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1763","VILLAGE OF OREGON DANE","DANE","VILLAGE OF OREGON",14969,163,5770,5770,0,5770,0,0,62,0,0,0,13,23,26,1545,1215,23,3,1511,1508,9,0,2,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"1764","VILLAGE OF ORFORDVILLE ROCK","ROCK","VILLAGE OF ORFORDVILLE",827,15,712,712,0,712,0,0,11,2,0,0,1,8,0,97,53,3,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1765","VILLAGE OF OSCEOLA POLK","POLK","VILLAGE OF OSCEOLA",1431,11,1233,1233,0,241,992,0,14,0,0,0,5,4,5,144,53,2,0,142,142,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0
"1766","VILLAGE OF OXFORD MARQUETTE","MARQUETTE","VILLAGE OF OXFORD",304,277,258,258,41,0,217,0,7,0,0,0,3,3,1,21,10,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1767","VILLAGE OF PADDOCK LAKE KENOSHA","KENOSHA","VILLAGE OF PADDOCK LAKE",1819,38,1526,1526,4,1214,308,0,10,0,1,0,4,4,1,371,301,1,1,365,369,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
"1768","VILLAGE OF PALMYRA JEFFERSON","JEFFERSON","VILLAGE OF PALMYRA",1057,3,941,941,0,941,0,0,15,0,0,0,6,6,3,98,68,0,0,97,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1769","VILLAGE OF PARDEEVILLE COLUMBIA","COLUMBIA","VILLAGE OF PARDEEVILLE",1281,23,1107,1107,1,1106,0,0,7,0,0,0,1,2,4,141,97,0,0,140,141,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0
"1770","VILLAGE OF PARK RIDGE PORTAGE","PORTAGE","VILLAGE OF PARK RIDGE",364,2,338,338,337,0,0,0,7,0,0,0,1,4,2,46,19,1,0,25,26,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
"1771","VILLAGE OF PATCH GROVE GRANT","GRANT","VILLAGE OF PATCH GROVE",93,0,70,70,24,0,46,0,6,0,1,1,0,4,0,7,1,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1772","VILLAGE OF PEPIN PEPIN","PEPIN","VILLAGE OF PEPIN",535,12,429,429,191,0,238,0,8,0,0,1,0,4,3,72,45,0,0,72,72,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1773","VILLAGE OF PEWAUKEE WAUKESHA","WAUKESHA","VILLAGE OF PEWAUKEE",4901,183,4876,4877,0,4875,1,0,39,4,1,0,7,13,14,1860,1464,10,0,1843,1847,2,0,1,1,0,0,10,3,0,7,7,0,0,4,0,0,4,4,0,0
"1774","VILLAGE OF PIGEON FALLS TREMPEALEAU","TREMPEALEAU","VILLAGE OF PIGEON FALLS",241,2,192,192,51,0,141,0,3,0,0,0,0,1,2,22,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1775","VILLAGE OF PLAIN SAUK","SAUK","VILLAGE OF PLAIN",509,4,460,460,0,460,0,0,5,0,0,0,0,0,5,41,22,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1776","VILLAGE OF PLAINFIELD WAUSHARA","WAUSHARA","VILLAGE OF PLAINFIELD",403,8,366,366,118,0,248,0,5,0,0,1,1,2,1,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1777","VILLAGE OF PLEASANT PRAIRIE KENOSHA","KENOSHA","VILLAGE OF PLEASANT PRAIRIE",12154,323,11047,11047,0,9720,1327,0,45,0,0,1,5,19,20,4574,3487,26,4,4531,4538,7,0,0,0,0,0,29,7,0,20,22,0,0,1,0,0,1,1,0,0
"1778","VILLAGE OF PLOVER PORTAGE","PORTAGE","VILLAGE OF PLOVER",7252,272,6603,6602,0,6603,0,0,57,0,0,3,3,33,18,3243,2720,12,1,3216,3221,1,3,0,0,0,0,12,1,0,10,11,0,0,4,2,0,1,1,0,1
"1779","VILLAGE OF PLUM CITY PIERCE","PIERCE","VILLAGE OF PLUM CITY",370,3,290,290,0,75,215,0,6,0,0,0,1,5,0,50,15,1,0,49,49,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1780","VILLAGE OF POPLAR DOUGLAS","DOUGLAS","VILLAGE OF POPLAR",411,1,364,364,0,364,0,0,3,0,1,0,0,1,1,19,5,0,0,19,19,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"1781","VILLAGE OF PORT EDWARDS WOOD","WOOD","VILLAGE OF PORT EDWARDS",1119,6,979,979,0,979,0,4,6,0,0,0,0,3,3,146,103,2,1,143,143,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1782","VILLAGE OF POTOSI GRANT","GRANT","VILLAGE OF POTOSI",446,5,370,370,133,0,237,0,5,0,0,0,0,2,3,38,18,0,0,38,38,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1783","VILLAGE OF POTTER CALUMET","CALUMET","VILLAGE OF POTTER",174,1,140,140,0,84,56,0,6,0,0,0,3,1,2,5,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1784","VILLAGE OF POUND MARINETTE","MARINETTE","VILLAGE OF POUND",186,0,165,166,11,0,154,0,3,0,0,0,2,0,1,12,5,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1785","VILLAGE OF POYNETTE COLUMBIA","COLUMBIA","VILLAGE OF POYNETTE",1456,19,1311,1312,0,1311,0,0,14,0,1,1,6,0,6,274,229,2,0,270,272,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1786","VILLAGE OF PRAIRIE DU SAC SAUK","SAUK","VILLAGE OF PRAIRIE DU SAC",2658,68,2278,2278,2277,1,0,0,9,0,0,1,1,7,0,861,634,12,7,834,817,21,0,0,0,0,0,4,1,1,2,2,0,1,6,2,0,2,3,0,1
"1787","VILLAGE OF PRAIRIE FARM BARRON","BARRON","VILLAGE OF PRAIRIE FARM",244,5,183,183,32,0,151,0,3,0,0,0,1,2,0,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1788","VILLAGE OF PRENTICE PRICE","PRICE","VILLAGE OF PRENTICE",344,2,304,304,193,0,111,0,6,0,0,1,0,5,0,25,25,0,0,25,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1789","VILLAGE OF PULASKI BROWN","BROWN","VILLAGE OF PULASKI",1773,51,1577,1579,0,1579,0,0,7,0,0,0,5,2,0,471,0,10,0,456,4,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1790","VILLAGE OF PULASKI OCONTO","OCONTO","VILLAGE OF PULASKI",0,0,0,0,0,0,0,0,7,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
