County,,,Muni,HINDI,ward,Voter Count,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City Of Whitewater - Ward 12,1137,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 2,439,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 3,519,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 4,767,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 5,693,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 6,1069,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 7,1254,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 8,437,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City Of Whitewater - Ward 9,722,
WASHBURN COUNTY,,,TOWN OF BARRONETT - WASHBURN COUNTY,66002,Town of Barronett - Ward 1,266,
WASHBURN COUNTY,,,TOWN OF BASHAW - WASHBURN COUNTY,66004,Town of Bashaw - Ward 1,562,
WASHBURN COUNTY,,,TOWN OF BASHAW - WASHBURN COUNTY,66004,Town of Bashaw - Ward 2,53,
WASHBURN COUNTY,,,TOWN OF BASHAW - WASHBURN COUNTY,66004,Town of Bashaw - Ward 3,75,
WASHBURN COUNTY,,,TOWN OF BASS LAKE - WASHBURN COUNTY,66006,Town of Bass Lake - Ward 1,349,
WASHBURN COUNTY,,,TOWN OF BEAVER BROOK - WASHBURN COUNTY,66008,Town of Beaver Brook - Ward 1,323,
WASHBURN COUNTY,,,TOWN OF BEAVER BROOK - WASHBURN COUNTY,66008,Town of Beaver Brook - Ward 2,54,
WASHBURN COUNTY,,,TOWN OF BEAVER BROOK - WASHBURN COUNTY,66008,Town of Beaver Brook - Ward 3,112,
WASHBURN COUNTY,,,TOWN OF BIRCHWOOD - WASHBURN COUNTY,66010,Town of Birchwood - Ward 1,264,
WASHBURN COUNTY,,,TOWN OF BIRCHWOOD - WASHBURN COUNTY,66010,Town of Birchwood - Ward 2,109,
WASHBURN COUNTY,,,TOWN OF BIRCHWOOD - WASHBURN COUNTY,66010,Town Of Birchwood - Ward 3,66,
WASHBURN COUNTY,,,TOWN OF BROOKLYN - WASHBURN COUNTY,66012,Town of Brooklyn - Ward 1,206,
WASHBURN COUNTY,,,TOWN OF CASEY - WASHBURN COUNTY,66014,Town of Casey - Ward 1,323,
WASHBURN COUNTY,,,TOWN OF CHICOG - WASHBURN COUNTY,66016,Town of Chicog - Ward 1,23,
WASHBURN COUNTY,,,TOWN OF CHICOG - WASHBURN COUNTY,66016,Town of Chicog - Ward 2,189,
WASHBURN COUNTY,,,TOWN OF CRYSTAL - WASHBURN COUNTY,66018,Town of Crystal - Ward 1,61,
WASHBURN COUNTY,,,TOWN OF CRYSTAL - WASHBURN COUNTY,66018,Town of Crystal - Ward 2,119,
WASHBURN COUNTY,,,TOWN OF EVERGREEN - WASHBURN COUNTY,66020,Town of Evergreen - Ward 1,503,
WASHBURN COUNTY,,,TOWN OF EVERGREEN - WASHBURN COUNTY,66020,Town of Evergreen - Ward 2,276,
WASHBURN COUNTY,,,TOWN OF FROG CREEK - WASHBURN COUNTY,66022,Town of Frog Creek - Ward 1,102,
WASHBURN COUNTY,,,TOWN OF GULL LAKE - WASHBURN COUNTY,66024,Town of Gull Lake - Ward 1,137,
WASHBURN COUNTY,,,TOWN OF LONG LAKE - WASHBURN COUNTY,66026,Town of Long Lake - Ward 1,462,
WASHBURN COUNTY,,,TOWN OF MADGE - WASHBURN COUNTY,66028,Town of Madge - Ward 1,118,
WASHBURN COUNTY,,,TOWN OF MADGE - WASHBURN COUNTY,66028,Town of Madge - Ward 2,163,
WASHBURN COUNTY,,,TOWN OF MADGE - WASHBURN COUNTY,66028,Town of Madge - Ward 3,127,
WASHBURN COUNTY,,,TOWN OF MINONG - WASHBURN COUNTY,66030,Town of Minong - Ward 1,564,
WASHBURN COUNTY,,,TOWN OF MINONG - WASHBURN COUNTY,66030,Town of Minong - Ward 2,107,
WASHBURN COUNTY,,,TOWN OF SARONA - WASHBURN COUNTY,66032,Town of Sarona - Ward 1,206,
WASHBURN COUNTY,,,TOWN OF SARONA - WASHBURN COUNTY,66032,Town Of Sarona - Ward 2,44,
WASHBURN COUNTY,,,TOWN OF SPOONER - WASHBURN COUNTY,66034,Town of Spooner - Ward 1,384,
WASHBURN COUNTY,,,TOWN OF SPOONER - WASHBURN COUNTY,66034,Town of Spooner - Ward 2,140,
WASHBURN COUNTY,,,TOWN OF SPOONER - WASHBURN COUNTY,66034,Town of Spooner - Ward 3,13,
WASHBURN COUNTY,,,TOWN OF SPRINGBROOK - WASHBURN COUNTY,66036,Town of Springbrook - Ward 1,299,
WASHBURN COUNTY,,,TOWN OF SPRINGBROOK - WASHBURN COUNTY,66036,Town of Stone Lake - Ward 1,1,
WASHBURN COUNTY,,,TOWN OF STINNETT - WASHBURN COUNTY,66038,Town of Stinnett - Ward 1,155,
WASHBURN COUNTY,,,TOWN OF STONE LAKE - WASHBURN COUNTY,66040,Town of Stone Lake - Ward 1,344,
WASHBURN COUNTY,,,TOWN OF TREGO - WASHBURN COUNTY,66042,Town of Trego - Ward 1,544,
WASHBURN COUNTY,,,TOWN OF TREGO - WASHBURN COUNTY,66042,Town of Trego - Ward 2,114,
WASHBURN COUNTY,,,VILLAGE OF BIRCHWOOD - WASHBURN COUNTY,66106,Village of Birchwood - Ward 1,261,
WASHBURN COUNTY,,,VILLAGE OF MINONG - WASHBURN COUNTY,66151,Village of Minong - Ward 1,272,
WASHBURN COUNTY,,,CITY OF SPOONER - WASHBURN COUNTY,66281,City of Spooner - Ward 1,366,
WASHBURN COUNTY,,,CITY OF SPOONER - WASHBURN COUNTY,66281,City of Spooner - Ward 2,344,
WASHBURN COUNTY,,,CITY OF SPOONER - WASHBURN COUNTY,66281,City of Spooner - Ward 3,369,
WASHBURN COUNTY,,,CITY OF SPOONER - WASHBURN COUNTY,66281,City of Spooner - Ward 4,385,
WASHBURN COUNTY,,,CITY OF SHELL LAKE - WASHBURN COUNTY,66282,City of Shell Lake - Ward 1,424,
WASHBURN COUNTY,,,CITY OF SHELL LAKE - WASHBURN COUNTY,66282,City of Shell Lake - Ward 2,475,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 1,358,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 2,430,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 3,305,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 4,366,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 5,219,
WASHINGTON COUNTY,,,TOWN OF ADDISON - WASHINGTON COUNTY,67002,Town of Addison - Ward 6,643,
WASHINGTON COUNTY,,,TOWN OF BARTON - WASHINGTON COUNTY,67004,Town of Barton - Ward 1,677,
WASHINGTON COUNTY,,,TOWN OF BARTON - WASHINGTON COUNTY,67004,Town of Barton - Ward 2,587,
WASHINGTON COUNTY,,,TOWN OF BARTON - WASHINGTON COUNTY,67004,Town of Barton - Ward 4,719,
WASHINGTON COUNTY,,,TOWN OF ERIN - WASHINGTON COUNTY,67006,Town of Erin - Ward 1,703,
WASHINGTON COUNTY,,,TOWN OF ERIN - WASHINGTON COUNTY,67006,Town of Erin - Ward 2,779,
WASHINGTON COUNTY,,,TOWN OF ERIN - WASHINGTON COUNTY,67006,Town of Erin - Ward 3,675,
WASHINGTON COUNTY,,,TOWN OF ERIN - WASHINGTON COUNTY,67006,Town of Erin - Ward 4,684,
WASHINGTON COUNTY,,,TOWN OF FARMINGTON - WASHINGTON COUNTY,67008,Town of Farmington - Ward 1,540,
WASHINGTON COUNTY,,,TOWN OF FARMINGTON - WASHINGTON COUNTY,67008,Town of Farmington - Ward 2,422,
WASHINGTON COUNTY,,,TOWN OF FARMINGTON - WASHINGTON COUNTY,67008,Town of Farmington - Ward 3,646,
WASHINGTON COUNTY,,,TOWN OF FARMINGTON - WASHINGTON COUNTY,67008,Town of Farmington - Ward 4,632,
WASHINGTON COUNTY,,,TOWN OF FARMINGTON - WASHINGTON COUNTY,67008,Town Of Farmington - Ward 5,235,
WASHINGTON COUNTY,,,TOWN OF GERMANTOWN - WASHINGTON COUNTY,67010,Town of Germantown - Ward 1,188,
WASHINGTON COUNTY,,,TOWN OF HARTFORD - WASHINGTON COUNTY,67012,Town Of Hartford - Ward 1,720,
WASHINGTON COUNTY,,,TOWN OF HARTFORD - WASHINGTON COUNTY,67012,Town Of Hartford - Ward 2,458,
WASHINGTON COUNTY,,,TOWN OF HARTFORD - WASHINGTON COUNTY,67012,Town Of Hartford - Ward 3,219,
WASHINGTON COUNTY,,,TOWN OF HARTFORD - WASHINGTON COUNTY,67012,Town Of Hartford - Ward 4,518,
WASHINGTON COUNTY,,,TOWN OF HARTFORD - WASHINGTON COUNTY,67012,Town Of Hartford - Ward 5,563,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town of Jackson - Ward 1,399,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town of Jackson - Ward 2,524,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town of Jackson - Ward 3,638,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town of Jackson - Ward 4,552,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town of Jackson - Ward 5,632,
WASHINGTON COUNTY,,,TOWN OF JACKSON - WASHINGTON COUNTY,67014,Town Of Jackson - Ward 6,604,
WASHINGTON COUNTY,,,TOWN OF KEWASKUM - WASHINGTON COUNTY,67016,Town of Kewaskum - Ward 1,232,
WASHINGTON COUNTY,,,TOWN OF KEWASKUM - WASHINGTON COUNTY,67016,Town of Kewaskum - Ward 2,591,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 1,657,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 2,601,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 3,236,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 4,391,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 5,678,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of Polk - Ward 6,249,
WASHINGTON COUNTY,,,TOWN OF POLK - WASHINGTON COUNTY,67018,Town of West Bend - Ward 5,1,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 1,466,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 2,189,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 3,696,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 4,494,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 5,282,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 6,508,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town of Trenton - Ward 7,666,
WASHINGTON COUNTY,,,TOWN OF TRENTON - WASHINGTON COUNTY,67022,Town Of Trenton - Ward 8,87,
WASHINGTON COUNTY,,,TOWN OF WAYNE - WASHINGTON COUNTY,67024,Town of Wayne - Ward 1,353,
WASHINGTON COUNTY,,,TOWN OF WAYNE - WASHINGTON COUNTY,67024,Town of Wayne - Ward 2,509,
WASHINGTON COUNTY,,,TOWN OF WAYNE - WASHINGTON COUNTY,67024,Town of Wayne - Ward 3,570,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 1,783,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 2,362,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 3,667,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 4,330,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 5,670,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 6,485,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 7,273,
WASHINGTON COUNTY,,,TOWN OF WEST BEND - WASHINGTON COUNTY,67026,Town of West Bend - Ward 8,2,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 1,712,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 10,1233,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 11,1096,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 12,722,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 13,1117,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 14,1310,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 15,466,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 16,614,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 17,839,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 2,664,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 3,592,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 4,450,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 5,1176,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 6,968,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 7,524,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 8,561,
WASHINGTON COUNTY,,,VILLAGE OF GERMANTOWN - WASHINGTON COUNTY,67131,Village of Germantown - Ward 9,927,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 1,3,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 10,1,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 2,655,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 3,579,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 4,436,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 5,528,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 6,649,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 7,670,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 8,703,
WASHINGTON COUNTY,,,VILLAGE OF JACKSON - WASHINGTON COUNTY,67141,Village of Jackson - Ward 9,368,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village of Kewaskum - Ward 1,488,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village of Kewaskum - Ward 2,655,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village of Kewaskum - Ward 3,476,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village of Kewaskum - Ward 4,470,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village Of Kewaskum - Ward 5,572,
WASHINGTON COUNTY,,,VILLAGE OF KEWASKUM - MULTIPLE COUNTIES,67142,Village Of Kewaskum - Ward 7,2,
WASHINGTON COUNTY,,,VILLAGE OF NEWBURG - MULTIPLE COUNTIES,67161,Village of Newburg - Ward 1,331,
WASHINGTON COUNTY,,,VILLAGE OF NEWBURG - MULTIPLE COUNTIES,67161,Village of Newburg - Ward 2,373,
WASHINGTON COUNTY,,,VILLAGE OF NEWBURG - MULTIPLE COUNTIES,67161,Village of Newburg - Ward 3,56,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 1,484,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 2,1563,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 3,778,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 4,978,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 5,1181,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 6,1229,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 7,872,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 8,1047,
WASHINGTON COUNTY,,,VILLAGE OF RICHFIELD - WASHINGTON COUNTY,67166,Village of Richfield - Ward 9,528,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 1,423,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 2,412,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 3,467,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 4,413,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 5,296,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 6,534,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 7,463,
WASHINGTON COUNTY,,,VILLAGE OF SLINGER - WASHINGTON COUNTY,67181,Village of Slinger - Ward 8,520,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 1,914,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 10,1137,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 11,247,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 12,919,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 13,1196,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 14,506,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 2,447,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 21,3,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 22,4,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,CITY OF HARTFORD - WARD 25,1,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,CITY OF HARTFORD - WARD 27,2,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 3,184,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 4,750,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 5,634,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 6,200,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 7,297,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 8,79,
WASHINGTON COUNTY,,,CITY OF HARTFORD - MULTIPLE COUNTIES,67236,City of Hartford - Ward 9,1015,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 1,1249,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 10,1126,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 11,334,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 12,644,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 13,688,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 14,500,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 15,539,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 16,637,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 17,645,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 19,440,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 2,848,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 20,722,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 21,721,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 22,696,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 23,1112,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 24,1419,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 25,4,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 26,4,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 3,390,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 4,1158,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 5,861,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 6,445,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 7,1280,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 8,1403,
WASHINGTON COUNTY,,,CITY OF WEST BEND - WASHINGTON COUNTY,67291,City of West Bend - Ward 9,1096,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 1,576,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 10,379,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 2,343,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 3,535,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 4,415,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 5,435,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 6,809,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 7,540,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 8,245,
WAUKESHA COUNTY,,,TOWN OF BROOKFIELD - WAUKESHA COUNTY,68002,Town of Brookfield - Ward 9,325,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 1,564,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 10,602,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 11,292,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 2,732,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 3,826,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 4,643,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 5,685,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 6,404,
WAUKESHA COUNTY,,,TOWN OF DELAFIELD - WAUKESHA COUNTY,68004,Town of Delafield - Ward 7,759,
