"","muni_county","county","municipality","registrants","late_registrants","edrs","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","absentee_issued","absentee_undeliverable","counted_absent","rejected_absent","fwab_counted","fwab_rejected","military_issued","military_undeliverable","military_counted","military_rejected","overseas_issued","overseas_undeliverable","overseas_counted","overseas_rejected","total_ballots_2008"
"1676","VILLAGE OF KNAPP DUNN","DUNN","VILLAGE OF KNAPP",261,4,23,233,233,67,166,0,27,0,27,1,0,0,2,2,0,0,0,0,0,0,233
"1677","VILLAGE OF KOHLER SHEBOYGAN","SHEBOYGAN","VILLAGE OF KOHLER",1329,29,117,1353,1353,1291,62,0,351,2,332,4,3,0,2,0,2,0,0,0,0,0,1353
"1678","VILLAGE OF KRONENWETTER MARATHON","MARATHON","VILLAGE OF KRONENWETTER",4689,221,436,3648,3648,0,3648,0,1273,0,1251,0,0,0,2,0,0,0,0,0,0,0,3648
"1679","VILLAGE OF LA FARGE VERNON","VERNON","VILLAGE OF LA FARGE",323,10,77,375,375,270,0,105,28,0,28,0,0,0,0,0,0,0,0,0,0,0,375
"1680","VILLAGE OF LAC LA BELLE JEFFERSON","JEFFERSON","VILLAGE OF LAC LA BELLE",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1681","VILLAGE OF LAC LA BELLE WAUKESHA","WAUKESHA","VILLAGE OF LAC LA BELLE",236,8,20,208,208,208,0,0,33,1,32,0,0,0,0,0,0,0,0,0,0,0,208
"1682","VILLAGE OF LAKE DELTON SAUK","SAUK","VILLAGE OF LAKE DELTON",1092,56,244,1119,1119,0,522,567,247,0,245,0,4,0,2,0,2,0,0,0,0,0,1119
"1683","VILLAGE OF LAKE HALLIE CHIPPEWA","CHIPPEWA","VILLAGE OF LAKE HALLIE",3123,226,601,3128,3128,0,3128,0,807,0,789,18,1,1,7,3,2,2,7,0,0,0,3128
"1684","VILLAGE OF LAKE NEBAGAMON DOUGLAS","DOUGLAS","VILLAGE OF LAKE NEBAGAMON",752,24,97,742,742,0,742,0,117,0,112,0,1,0,3,0,2,0,0,0,0,0,742
"1685","VILLAGE OF LANNON WAUKESHA","WAUKESHA","VILLAGE OF LANNON",669,26,111,658,658,0,658,0,79,0,78,1,0,0,1,0,1,0,0,0,0,0,658
"1686","VILLAGE OF LAVALLE SAUK","SAUK","VILLAGE OF LAVALLE",157,2,63,194,194,0,194,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,194
"1687","VILLAGE OF LENA OCONTO","OCONTO","VILLAGE OF LENA",273,3,29,244,244,78,0,166,28,0,28,0,0,0,0,0,0,0,0,0,0,0,244
"1688","VILLAGE OF LIME RIDGE SAUK","SAUK","VILLAGE OF LIME RIDGE",82,0,17,89,89,89,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,89
"1689","VILLAGE OF LINDEN IOWA","IOWA","VILLAGE OF LINDEN",245,1,49,245,245,14,0,231,9,0,7,2,1,0,1,0,1,0,0,0,0,0,245
"1690","VILLAGE OF LITTLE CHUTE OUTAGAMIE","OUTAGAMIE","VILLAGE OF LITTLE CHUTE",6891,338,499,5404,5404,0,5404,0,1772,0,1757,2,5,0,12,0,5,1,2,0,1,0,5404
"1691","VILLAGE OF LIVINGSTON GRANT","GRANT","VILLAGE OF LIVINGSTON",316,3,52,303,321,105,0,198,17,0,17,1,1,1,0,0,0,0,0,0,0,0,303
"1692","VILLAGE OF LIVINGSTON IOWA","IOWA","VILLAGE OF LIVINGSTON",4,0,1,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1693","VILLAGE OF LOGANVILLE SAUK","SAUK","VILLAGE OF LOGANVILLE",110,4,45,142,142,105,37,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,142
"1694","VILLAGE OF LOHRVILLE WAUSHARA","WAUSHARA","VILLAGE OF LOHRVILLE",139,1,65,205,205,56,0,149,15,0,15,0,0,0,0,0,0,0,0,0,0,0,205
"1695","VILLAGE OF LOMIRA DODGE","DODGE","VILLAGE OF LOMIRA",905,81,301,1157,1157,0,1157,0,192,0,189,0,0,0,0,0,0,0,1,0,0,0,1157
"1696","VILLAGE OF LONE ROCK RICHLAND","RICHLAND","VILLAGE OF LONE ROCK",376,1,78,369,369,0,0,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,369
"1697","VILLAGE OF LOWELL DODGE","DODGE","VILLAGE OF LOWELL",151,2,37,159,159,0,159,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,159
"1698","VILLAGE OF LUBLIN TAYLOR","TAYLOR","VILLAGE OF LUBLIN",75,1,4,68,68,18,0,150,2,0,2,0,0,0,0,0,0,0,0,0,0,0,68
"1699","VILLAGE OF LUCK POLK","POLK","VILLAGE OF LUCK",626,15,90,543,546,293,0,250,72,72,70,2,0,0,0,0,0,0,0,0,0,0,543
"1700","VILLAGE OF LUXEMBURG KEWAUNEE","KEWAUNEE","VILLAGE OF LUXEMBURG",1311,24,150,1221,1221,0,1221,0,132,1,129,1,0,0,0,0,0,0,0,0,0,0,1221
"1701","VILLAGE OF LYNDON STATION JUNEAU","JUNEAU","VILLAGE OF LYNDON STATION",256,6,54,225,225,148,0,77,26,0,25,1,0,0,1,0,1,0,0,0,0,0,225
"1702","VILLAGE OF LYNXVILLE CRAWFORD","CRAWFORD","VILLAGE OF LYNXVILLE",77,12,19,85,85,29,0,56,13,0,13,0,0,0,0,0,0,0,0,0,0,0,85
"1703","VILLAGE OF MAIDEN ROCK PIERCE","PIERCE","VILLAGE OF MAIDEN ROCK",80,0,6,66,66,9,0,57,8,0,8,1,0,0,0,0,0,0,0,0,0,0,66
"1704","VILLAGE OF MAINE MARATHON","MARATHON","VILLAGE OF MAINE",1244,20,242,1382,1382,1382,0,0,180,0,177,0,0,0,1,0,1,0,0,0,0,0,1382
"1705","VILLAGE OF MAPLE BLUFF DANE","DANE","VILLAGE OF MAPLE BLUFF",1064,26,45,1008,1008,0,1008,0,338,2,328,0,2,0,0,0,0,0,0,0,0,0,1008
"1706","VILLAGE OF MARATHON CITY MARATHON","MARATHON","VILLAGE OF MARATHON CITY",937,15,38,892,892,0,1,892,87,0,87,0,0,0,0,0,0,0,0,0,0,0,892
"1707","VILLAGE OF MARIBEL MANITOWOC","MANITOWOC","VILLAGE OF MARIBEL",219,2,22,184,184,152,0,32,7,0,7,0,0,0,0,0,0,0,0,0,0,0,184
"1708","VILLAGE OF MARQUETTE GREEN LAKE","GREEN LAKE","VILLAGE OF MARQUETTE",88,1,4,71,71,28,0,43,11,0,11,0,0,0,0,0,0,0,0,0,0,0,71
"1709","VILLAGE OF MARSHALL DANE","DANE","VILLAGE OF MARSHALL",1786,105,281,1769,1769,0,1769,0,395,0,390,0,1,0,1,0,1,0,0,0,0,0,1769
"1710","VILLAGE OF MASON BAYFIELD","BAYFIELD","VILLAGE OF MASON",64,0,7,51,51,51,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,51
"1711","VILLAGE OF MATTOON SHAWANO","SHAWANO","VILLAGE OF MATTOON",210,3,24,176,176,176,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,176
"1712","VILLAGE OF MAZOMANIE DANE","DANE","VILLAGE OF MAZOMANIE",1095,30,169,930,930,0,927,3,152,146,146,1,0,0,5,4,4,0,0,0,0,0,930
"1713","VILLAGE OF MCFARLAND DANE","DANE","VILLAGE OF MCFARLAND",5319,352,359,4606,4606,0,4606,0,2554,0,2528,0,4,0,4,0,3,0,1,0,1,0,4606
"1714","VILLAGE OF MELROSE JACKSON","JACKSON","VILLAGE OF MELROSE",259,0,69,296,296,54,0,242,12,0,12,0,1,0,1,0,1,0,0,0,0,0,296
"1715","VILLAGE OF MELVINA MONROE","MONROE","VILLAGE OF MELVINA",29,0,11,32,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1716","VILLAGE OF MENOMONEE FALLS WAUKESHA","WAUKESHA","VILLAGE OF MENOMONEE FALLS",24697,880,1676,21721,21720,0,21721,0,6661,4,6227,27,22,0,42,7,14,0,26,4,5,0,21721
"1717","VILLAGE OF MERRILLAN JACKSON","JACKSON","VILLAGE OF MERRILLAN",263,13,40,260,260,59,0,201,28,0,28,0,0,0,0,0,0,0,0,0,0,0,260
"1718","VILLAGE OF MERRIMAC SAUK","SAUK","VILLAGE OF MERRIMAC",237,6,41,248,248,0,245,3,34,0,30,0,0,0,0,0,0,0,0,0,0,0,248
"1719","VILLAGE OF MERTON WAUKESHA","WAUKESHA","VILLAGE OF MERTON",1332,149,296,1739,1739,0,1592,147,532,0,523,0,1,0,2,0,1,0,0,0,0,0,1739
"1720","VILLAGE OF MILLADORE PORTAGE","PORTAGE","VILLAGE OF MILLADORE",5,0,1,6,6,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6
"1721","VILLAGE OF MILLADORE WOOD","WOOD","VILLAGE OF MILLADORE",139,4,31,141,141,0,141,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,141
"1722","VILLAGE OF MILLTOWN POLK","POLK","VILLAGE OF MILLTOWN",368,8,91,382,382,0,219,163,27,0,27,1,1,0,0,0,0,0,0,0,0,0,382
"1723","VILLAGE OF MINONG WASHBURN","WASHBURN","VILLAGE OF MINONG",247,0,28,230,230,26,0,225,21,0,21,0,0,0,0,0,0,0,0,0,0,0,230
"1724","VILLAGE OF MISHICOT MANITOWOC","MANITOWOC","VILLAGE OF MISHICOT",700,28,164,786,786,0,786,0,74,0,73,0,0,0,2,0,2,0,1,0,0,0,786
"1725","VILLAGE OF MONTFORT GRANT","GRANT","VILLAGE OF MONTFORT",281,7,55,286,286,136,0,150,21,0,19,0,0,0,1,0,0,0,1,0,0,0,286
"1726","VILLAGE OF MONTFORT IOWA","IOWA","VILLAGE OF MONTFORT",55,0,4,48,48,23,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,48
"1727","VILLAGE OF MONTICELLO GREEN","GREEN","VILLAGE OF MONTICELLO",614,16,83,632,632,0,632,0,69,0,68,0,0,0,1,0,1,0,0,0,0,0,632
"1728","VILLAGE OF MOUNT CALVARY FOND DU LAC","FOND DU LAC","VILLAGE OF MOUNT CALVARY",338,0,60,344,344,0,344,0,24,0,22,0,0,0,2,0,1,0,0,0,0,0,344
"1729","VILLAGE OF MOUNT HOPE GRANT","GRANT","VILLAGE OF MOUNT HOPE",67,0,8,61,61,16,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1730","VILLAGE OF MOUNT HOREB DANE","DANE","VILLAGE OF MOUNT HOREB",3633,197,549,3801,3801,0,3801,0,986,0,961,2,0,0,9,0,9,0,7,0,0,0,3801
"1731","VILLAGE OF MOUNT PLEASANT RACINE","RACINE","VILLAGE OF MOUNT PLEASANT",18870,883,1732,17718,17536,0,485,0,6218,0,6056,1,26,0,287,0,261,0,0,0,1,0,17718
"1732","VILLAGE OF MT. STERLING CRAWFORD","CRAWFORD","VILLAGE OF MT. STERLING",107,0,15,106,106,16,0,90,7,0,7,0,0,0,0,0,0,0,0,0,0,0,106
"1733","VILLAGE OF MUKWONAGO WALWORTH","WALWORTH","VILLAGE OF MUKWONAGO",43,2,7,48,48,0,48,0,14,0,14,0,2,0,0,0,0,0,0,0,0,0,48
"1734","VILLAGE OF MUKWONAGO WAUKESHA","WAUKESHA","VILLAGE OF MUKWONAGO",4484,153,524,3932,3933,0,3932,0,1539,0,1539,0,0,0,8,0,5,0,5,1,3,0,3932
"1735","VILLAGE OF MUSCODA GRANT","GRANT","VILLAGE OF MUSCODA",562,12,93,561,561,234,0,327,74,0,72,1,0,0,0,0,0,0,0,0,0,0,561
"1736","VILLAGE OF MUSCODA IOWA","IOWA","VILLAGE OF MUSCODA",26,4,5,28,28,14,0,14,6,0,6,0,0,0,0,0,0,0,0,0,0,0,28
"1737","VILLAGE OF NASHOTAH WAUKESHA","WAUKESHA","VILLAGE OF NASHOTAH",936,18,66,902,901,0,902,0,252,0,249,0,1,0,3,0,2,0,0,0,0,0,902
"1738","VILLAGE OF NECEDAH JUNEAU","JUNEAU","VILLAGE OF NECEDAH",407,17,68,425,425,118,0,307,54,0,51,0,2,0,2,0,2,0,0,0,0,0,425
"1739","VILLAGE OF NELSON BUFFALO","BUFFALO","VILLAGE OF NELSON",166,0,42,179,179,35,0,144,15,0,15,0,0,0,0,0,0,0,0,0,0,0,179
"1740","VILLAGE OF NELSONVILLE PORTAGE","PORTAGE","VILLAGE OF NELSONVILLE",82,1,18,92,92,92,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,92
"1741","VILLAGE OF NEOSHO DODGE","DODGE","VILLAGE OF NEOSHO",307,0,75,335,335,0,335,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,335
"1742","VILLAGE OF NESHKORO MARQUETTE","MARQUETTE","VILLAGE OF NESHKORO",240,3,34,221,221,34,0,187,22,0,21,0,0,0,1,0,1,0,0,0,0,0,221
"1743","VILLAGE OF NEW AUBURN BARRON","BARRON","VILLAGE OF NEW AUBURN",7,1,0,7,7,6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7
"1744","VILLAGE OF NEW AUBURN CHIPPEWA","CHIPPEWA","VILLAGE OF NEW AUBURN",227,8,41,217,217,0,113,104,27,0,27,0,1,0,1,0,1,0,0,0,0,0,217
"1745","VILLAGE OF NEW GLARUS GREEN","GREEN","VILLAGE OF NEW GLARUS",1175,52,170,1195,1195,0,1195,0,233,0,229,0,3,0,1,0,1,0,2,0,0,0,1195
"1746","VILLAGE OF NEWBURG OZAUKEE","OZAUKEE","VILLAGE OF NEWBURG",78,2,10,42,42,0,41,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,42
"1747","VILLAGE OF NEWBURG WASHINGTON","WASHINGTON","VILLAGE OF NEWBURG",557,7,113,590,585,0,590,0,43,0,40,1,0,0,2,0,1,0,0,0,0,0,590
"1748","VILLAGE OF NICHOLS OUTAGAMIE","OUTAGAMIE","VILLAGE OF NICHOLS",132,1,27,115,115,26,0,89,7,0,6,0,0,0,1,0,0,0,0,0,0,0,115
"1749","VILLAGE OF NORTH BAY RACINE","RACINE","VILLAGE OF NORTH BAY",184,1,11,177,160,0,177,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,177
"1750","VILLAGE OF NORTH FOND DU LAC FOND DU LAC","FOND DU LAC","VILLAGE OF NORTH FOND DU LAC",2063,275,450,2438,2438,0,2438,0,1031,2,1012,2,3,0,10,1,5,0,0,0,0,0,2438
"1751","VILLAGE OF NORTH FREEDOM SAUK","SAUK","VILLAGE OF NORTH FREEDOM",286,4,57,323,323,0,323,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,323
"1752","VILLAGE OF NORTH HUDSON ST. CROIX","ST. CROIX","VILLAGE OF NORTH HUDSON",2071,119,398,2205,2205,0,2045,158,545,4,514,0,0,1,6,1,5,0,3,1,2,0,2205
"1753","VILLAGE OF NORTH PRAIRIE WAUKESHA","WAUKESHA","VILLAGE OF NORTH PRAIRIE",1337,44,121,1313,1313,0,1313,0,257,0,252,0,0,0,0,0,0,0,0,0,0,0,1313
"1754","VILLAGE OF NORWALK MONROE","MONROE","VILLAGE OF NORWALK",274,2,19,221,221,64,0,157,25,0,25,0,0,0,0,0,0,0,0,0,0,0,221
"1755","VILLAGE OF OAKDALE MONROE","MONROE","VILLAGE OF OAKDALE",121,2,33,131,131,60,0,71,10,1,9,1,0,0,0,0,0,0,0,0,0,0,131
"1756","VILLAGE OF OAKFIELD FOND DU LAC","FOND DU LAC","VILLAGE OF OAKFIELD",649,7,62,566,566,0,566,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,566
"1757","VILLAGE OF OCONOMOWOC LAKE WAUKESHA","WAUKESHA","VILLAGE OF OCONOMOWOC LAKE",399,14,30,405,405,0,405,0,113,0,109,1,0,0,1,0,1,0,0,0,0,0,405
"1758","VILLAGE OF OGDENSBURG WAUPACA","WAUPACA","VILLAGE OF OGDENSBURG",76,2,23,87,87,4,0,83,4,0,4,0,0,0,0,0,0,0,0,0,0,0,87
"1759","VILLAGE OF OLIVER DOUGLAS","DOUGLAS","VILLAGE OF OLIVER",245,1,43,231,231,0,231,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,231
"1760","VILLAGE OF ONTARIO VERNON","VERNON","VILLAGE OF ONTARIO",211,4,30,192,192,96,0,96,12,0,12,0,0,0,1,0,1,0,0,0,0,0,192
"1761","VILLAGE OF OOSTBURG SHEBOYGAN","SHEBOYGAN","VILLAGE OF OOSTBURG",2109,29,2138,1845,1845,0,1843,2,228,0,220,4,2,0,1,0,0,0,0,0,0,0,1845
"1762","VILLAGE OF OREGON DANE","DANE","VILLAGE OF OREGON",6051,256,463,5317,5295,1,5229,0,1872,5,1872,14,6,0,3,0,0,0,3,0,0,0,5317
"1763","VILLAGE OF ORFORDVILLE ROCK","ROCK","VILLAGE OF ORFORDVILLE",600,38,133,685,685,0,685,0,98,0,98,0,0,0,2,0,2,0,0,0,0,0,685
"1764","VILLAGE OF OSCEOLA POLK","POLK","VILLAGE OF OSCEOLA",991,78,305,1193,1193,3,449,741,175,0,174,1,1,0,2,0,1,0,0,0,0,0,1193
"1765","VILLAGE OF OXFORD MARQUETTE","MARQUETTE","VILLAGE OF OXFORD",300,3,52,250,250,74,0,175,25,0,24,0,0,0,2,0,1,1,0,0,0,0,250
"1766","VILLAGE OF PADDOCK LAKE KENOSHA","KENOSHA","VILLAGE OF PADDOCK LAKE",1865,86,218,1508,1508,0,1270,238,330,0,325,0,0,0,0,0,0,0,0,0,0,0,1508
"1767","VILLAGE OF PALMYRA JEFFERSON","JEFFERSON","VILLAGE OF PALMYRA",1120,28,104,923,923,0,923,0,100,0,99,3,0,0,0,0,0,0,0,0,0,0,923
"1768","VILLAGE OF PARDEEVILLE COLUMBIA","COLUMBIA","VILLAGE OF PARDEEVILLE",1145,36,120,1091,1091,0,1091,0,125,0,120,1,0,0,4,0,2,0,0,0,0,0,1091
"1769","VILLAGE OF PARK RIDGE PORTAGE","PORTAGE","VILLAGE OF PARK RIDGE",334,3,33,337,337,337,0,0,52,0,49,0,1,0,0,0,0,0,0,0,0,0,337
"1770","VILLAGE OF PATCH GROVE GRANT","GRANT","VILLAGE OF PATCH GROVE",80,0,12,77,77,36,0,41,3,0,3,0,0,0,0,0,0,0,0,0,0,0,77
"1771","VILLAGE OF PEPIN PEPIN","PEPIN","VILLAGE OF PEPIN",506,23,61,495,495,312,0,183,72,0,2,2,1,0,0,0,0,0,0,0,0,0,495
"1772","VILLAGE OF PEWAUKEE WAUKESHA","WAUKESHA","VILLAGE OF PEWAUKEE",5056,312,622,4690,4693,0,5624,0,2083,2,2034,4,6,0,7,0,6,0,0,0,0,0,4690
"1773","VILLAGE OF PIGEON FALLS TREMPEALEAU","TREMPEALEAU","VILLAGE OF PIGEON FALLS",204,9,38,219,219,99,0,120,35,0,34,0,0,0,0,0,0,0,0,0,0,0,219
"1774","VILLAGE OF PLAIN SAUK","SAUK","VILLAGE OF PLAIN",416,8,62,432,432,0,311,121,39,0,36,0,0,0,0,0,0,0,0,0,0,0,432
"1775","VILLAGE OF PLAINFIELD WAUSHARA","WAUSHARA","VILLAGE OF PLAINFIELD",357,10,69,361,361,184,0,177,21,0,0,0,0,0,1,1,0,0,0,0,0,0,361
"1776","VILLAGE OF PLEASANT PRAIRIE KENOSHA","KENOSHA","VILLAGE OF PLEASANT PRAIRIE",11152,518,1101,10406,10400,0,9646,760,4358,1,4308,10,0,0,19,0,17,0,13,0,0,3,10406
"1777","VILLAGE OF PLOVER PORTAGE","PORTAGE","VILLAGE OF PLOVER",7286,362,696,6250,6250,0,6250,1,3028,1,2998,1,4,0,16,0,9,0,15,5,3,0,6250
"1778","VILLAGE OF PLUM CITY PIERCE","PIERCE","VILLAGE OF PLUM CITY",350,8,24,298,298,0,118,180,35,0,35,0,0,0,1,0,1,0,0,0,0,0,298
"1779","VILLAGE OF POPLAR DOUGLAS","DOUGLAS","VILLAGE OF POPLAR",346,1,63,345,345,345,0,0,17,0,13,1,0,0,0,0,0,0,0,0,0,0,345
"1780","VILLAGE OF PORT EDWARDS WOOD","WOOD","VILLAGE OF PORT EDWARDS",1044,19,121,999,999,0,999,0,111,0,108,0,1,0,0,0,0,0,0,0,0,0,999
"1781","VILLAGE OF POTOSI GRANT","GRANT","VILLAGE OF POTOSI",380,4,62,354,354,175,0,179,38,0,37,0,0,0,1,0,1,0,0,0,0,0,354
"1782","VILLAGE OF POTTER CALUMET","CALUMET","VILLAGE OF POTTER",156,0,12,144,144,0,97,47,8,0,8,0,0,0,0,0,0,0,0,0,0,0,144
"1783","VILLAGE OF POUND MARINETTE","MARINETTE","VILLAGE OF POUND",157,2,39,159,159,11,0,148,12,0,12,1,0,0,0,0,0,0,0,0,0,0,159
"1784","VILLAGE OF POYNETTE COLUMBIA","COLUMBIA","VILLAGE OF POYNETTE",1137,55,236,1274,1274,0,1274,0,218,0,215,0,0,0,1,0,0,0,1,0,0,0,1274
"1785","VILLAGE OF PRAIRIE DU SAC SAUK","SAUK","VILLAGE OF PRAIRIE DU SAC",1968,121,338,2073,2073,0,2079,0,883,1,867,2,1,0,3,1,1,0,0,0,0,0,2073
"1786","VILLAGE OF PRAIRIE FARM BARRON","BARRON","VILLAGE OF PRAIRIE FARM",206,1,42,215,215,104,0,111,26,24,24,0,0,0,2,1,1,0,0,0,0,0,215
"1787","VILLAGE OF PRENTICE PRICE","PRICE","VILLAGE OF PRENTICE",312,5,41,308,308,308,0,0,27,0,22,0,0,0,1,0,0,0,0,0,0,0,308
"1788","VILLAGE OF PULASKI BROWN","BROWN","VILLAGE OF PULASKI",1360,100,325,1511,1511,0,1511,0,446,0,446,0,0,0,6,0,3,0,0,0,0,0,1511
"1789","VILLAGE OF PULASKI OCONTO","OCONTO","VILLAGE OF PULASKI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1790","VILLAGE OF PULASKI SHAWANO","SHAWANO","VILLAGE OF PULASKI",44,14,30,73,74,0,73,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,73
"1791","VILLAGE OF RADISSON SAWYER","SAWYER","VILLAGE OF RADISSON",101,0,23,97,97,21,0,75,8,0,6,0,0,0,0,0,0,0,0,0,0,0,97
"1792","VILLAGE OF RANDOLPH COLUMBIA","COLUMBIA","VILLAGE OF RANDOLPH",244,9,22,230,230,0,191,39,27,0,26,1,0,0,2,0,2,0,0,0,0,0,230
"1793","VILLAGE OF RANDOLPH DODGE","DODGE","VILLAGE OF RANDOLPH",662,20,81,643,643,0,500,143,103,2,101,0,0,0,0,0,0,0,0,0,0,0,643
"1794","VILLAGE OF RANDOM LAKE SHEBOYGAN","SHEBOYGAN","VILLAGE OF RANDOM LAKE",828,36,214,920,920,0,896,24,130,1,129,0,1,0,0,0,0,0,0,0,0,0,920
"1795","VILLAGE OF READSTOWN VERNON","VERNON","VILLAGE OF READSTOWN",193,6,31,203,203,91,0,112,17,0,16,0,0,0,0,0,0,0,0,0,0,0,203
"1796","VILLAGE OF REDGRANITE WAUSHARA","WAUSHARA","VILLAGE OF REDGRANITE",382,23,114,434,434,95,0,339,74,0,72,2,0,0,1,0,1,0,0,0,0,0,434
"1797","VILLAGE OF REEDSVILLE MANITOWOC","MANITOWOC","VILLAGE OF REEDSVILLE",558,14,99,589,589,552,0,0,43,0,43,0,0,0,1,0,0,0,0,0,0,0,589
"1798","VILLAGE OF REESEVILLE DODGE","DODGE","VILLAGE OF REESEVILLE",249,0,94,320,320,0,320,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,320
"1799","VILLAGE OF REWEY IOWA","IOWA","VILLAGE OF REWEY",121,2,12,114,114,28,0,86,8,0,8,0,0,0,0,0,0,0,0,0,0,0,114
"1800","VILLAGE OF RIB LAKE TAYLOR","TAYLOR","VILLAGE OF RIB LAKE",402,5,54,376,376,0,256,120,43,0,42,0,2,0,1,0,0,0,0,0,0,0,376
"1801","VILLAGE OF RICHFIELD WASHINGTON","WASHINGTON","VILLAGE OF RICHFIELD",7881,388,527,7376,7377,4,7369,0,2716,0,2698,18,7,0,1,0,0,0,1,0,0,0,7376
"1802","VILLAGE OF RIDGELAND DUNN","DUNN","VILLAGE OF RIDGELAND",97,1,41,117,117,0,92,25,7,0,7,0,0,0,0,0,0,0,0,0,0,0,117
"1803","VILLAGE OF RIDGEWAY IOWA","IOWA","VILLAGE OF RIDGEWAY",309,0,61,284,284,98,0,186,8,0,8,0,0,0,1,0,0,0,0,0,0,0,284
"1804","VILLAGE OF RIO COLUMBIA","COLUMBIA","VILLAGE OF RIO",555,11,70,539,539,0,539,0,59,0,57,1,0,0,4,0,3,0,0,0,0,0,539
"1805","VILLAGE OF RIVER HILLS MILWAUKEE","MILWAUKEE","VILLAGE OF RIVER HILLS",1411,56,43,1170,1168,0,1169,1,405,0,389,3,3,0,1,0,1,0,0,0,0,0,1170
"1806","VILLAGE OF ROBERTS ST. CROIX","ST. CROIX","VILLAGE OF ROBERTS",700,88,205,865,865,0,728,137,48,0,45,0,1,0,3,0,1,0,0,0,0,0,865
"1807","VILLAGE OF ROCHESTER RACINE","RACINE","VILLAGE OF ROCHESTER",561,29,141,579,579,0,513,66,109,0,109,1,0,0,0,0,0,0,0,0,0,0,579
"1808","VILLAGE OF ROCK SPRINGS SAUK","SAUK","VILLAGE OF ROCK SPRINGS",181,2,39,162,163,0,162,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,162
"1809","VILLAGE OF ROCKDALE DANE","DANE","VILLAGE OF ROCKDALE",118,2,15,107,107,0,107,0,7,0,6,0,0,0,1,0,0,0,0,0,1,0,107
"1810","VILLAGE OF ROCKLAND LA CROSSE","LA CROSSE","VILLAGE OF ROCKLAND",263,3,71,282,282,0,282,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,282
"1811","VILLAGE OF ROSENDALE FOND DU LAC","FOND DU LAC","VILLAGE OF ROSENDALE",477,9,85,571,571,0,571,0,47,0,47,0,0,0,1,0,1,0,0,0,0,0,571
"1812","VILLAGE OF ROSHOLT PORTAGE","PORTAGE","VILLAGE OF ROSHOLT",283,4,36,239,239,237,0,2,18,0,18,0,0,0,0,0,0,0,0,0,0,0,239
"1813","VILLAGE OF ROTHSCHILD MARATHON","MARATHON","VILLAGE OF ROTHSCHILD",3909,118,333,3048,3048,0,907,2141,864,0,860,4,0,0,7,0,6,0,3,0,2,0,3048
"1814","VILLAGE OF RUDOLPH WOOD","WOOD","VILLAGE OF RUDOLPH",250,3,26,246,246,0,246,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,246
"1815","VILLAGE OF SAUK CITY SAUK","SAUK","VILLAGE OF SAUK CITY",1720,127,291,1754,1754,0,1729,25,556,0,551,1,3,0,0,0,0,0,0,0,0,0,1754
"1816","VILLAGE OF SAUKVILLE OZAUKEE","OZAUKEE","VILLAGE OF SAUKVILLE",2316,133,305,2361,2361,0,2359,2,674,2,663,2,1,0,3,0,2,0,0,0,0,0,2361
"1817","VILLAGE OF SCANDINAVIA WAUPACA","WAUPACA","VILLAGE OF SCANDINAVIA",179,0,43,202,203,51,0,151,11,0,11,0,0,0,0,0,0,0,0,0,0,0,202
"1818","VILLAGE OF SHARON WALWORTH","WALWORTH","VILLAGE OF SHARON",768,14,100,673,673,0,673,0,47,0,44,0,0,0,1,0,0,0,0,0,0,0,673
"1819","VILLAGE OF SHELDON RUSK","RUSK","VILLAGE OF SHELDON",114,1,20,114,114,13,0,101,10,0,10,0,0,0,1,0,1,0,0,0,0,0,114
