"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"1564","--","Gravis Marketing/OANN",2015-10-26,"2015-10-26","2015-10-27T22:23:40Z",2606,"Registered Voters","Automated Phone",49,51,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23005","http://www.oann.com/pollnational/","Sponsor","Rep","",1,NA,0,100,49,51,NA
"1565","--","Morning Consult",2015-10-22,"2015-10-25","2015-10-26T21:12:38Z",1689,"Registered Voters","Internet",43,43,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22994","http://morningconsult.com/wp-content/uploads/2015/10/151006_topline_trend_v2_AP.pdf","Nonpartisan","None","",1,NA,0,86,50,50,NA
"1569","--","Saint Leo University",2015-10-17,"2015-10-22","2015-10-29T16:27:27Z",764,"Likely Voters","Internet",38,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/saint-leo-university-23025","http://polls.saintleo.edu/ben-carson-nearly-ties-with-frontrunner-trump-nationally-among-likely-gop-voters-while-jeb-bush-trails-nationally-and-in-florida/","Nonpartisan","None","",1,NA,0,85,44.7058823529412,55.2941176470588,NA
"1570","--","Morning Consult",2015-10-15,"2015-10-19","2015-10-20T17:31:31Z",2017,"Registered Voters","Internet",41,44,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22950","http://morningconsult.com/wp-content/uploads/2015/10/151005_topline_trend_v2_TS.pdf","Nonpartisan","None","",1,NA,0,85,48.2352941176471,51.7647058823529,NA
"1574","--","Emerson College Polling Society",2015-10-16,"2015-10-17","2015-10-20T18:55:01Z",783,"Registered Voters","Automated Phone",46,44,NA,10,"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22951","http://big.assets.huffingtonpost.com/ECPS_POTUS_10.19.pdf","Nonpartisan","None","",1,NA,0,90,51.1111111111111,48.8888888888889,NA
"1575","--","CNN",2015-10-14,"2015-10-17","2015-10-19T13:51:22Z",936,"Registered Voters","Live Phone",45,50,6,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-22934","http://www.cnn.com/2015/10/19/politics/cnn-orc-poll-hillary-clinton-bernie-sanders-democratic-debate/index.html","Nonpartisan","None","",1,NA,6,101,44.5544554455446,49.5049504950495,5.94059405940594
"1579","--","FOX",2015-10-10,"2015-10-12","2015-10-13T16:22:25Z",1004,"Registered Voters","Live Phone",45,40,4,10,"http://elections.huffingtonpost.com/pollster/polls/fox-22904","http://www.foxnews.com/politics/interactive/2015/10/13/fox-news-poll-biden-more-electable-than-clinton/","Nonpartisan","None","",1,NA,4,89,50.561797752809,44.9438202247191,4.49438202247191
"1580","--","Morning Consult",2015-10-08,"2015-10-12","2015-10-13T15:48:47Z",2002,"Registered Voters","Internet",41,43,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22902","http://morningconsult.com/2015/10/ahead-of-debate-clinton-lead-grows/","Nonpartisan","None","",1,NA,0,84,48.8095238095238,51.1904761904762,NA
"1584","--","Morning Consult",2015-10-02,"2015-10-05","2015-10-06T21:34:11Z",1983,"Registered Voters","Internet",43,41,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22858","http://morningconsult.com/wp-content/uploads/2015/10/151001_topline_trend_v1_AP.pdf","Nonpartisan","None","",1,NA,0,84,51.1904761904762,48.8095238095238,NA
"1585","--","PPP (D)",2015-10-01,"2015-10-04","2015-10-06T18:56:54Z",1338,"Likely Voters","IVR/Online",44,44,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22856","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NationalGOP_100615.pdf","Pollster","Dem","",1,NA,0,88,50,50,NA
"1589","--","Gravis Marketing/OANN",2015-09-30,"2015-10-01","2015-10-07T17:07:13Z",2665,"Registered Voters","Automated Phone",52,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22863","http://www.prnewswire.com/news-releases/trump-dominates-one-america-news-networks-national-poll-300153522.html","Sponsor","Rep","",1,NA,0,100,52,48,NA
"1590","--","Morning Consult",2015-09-24,"2015-09-27","2015-09-29T19:48:50Z",1543,"Registered Voters","Internet",42,45,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22814","http://morningconsult.com/wp-content/uploads/2015/09/150908_topline_trend_v1_JW.pdf","Nonpartisan","None","",1,NA,0,87,48.2758620689655,51.7241379310345,NA
"1594","--","NBC/WSJ",2015-09-20,"2015-09-24","2015-09-29T17:53:01Z",1000,"Adults","Live Phone",39,49,10,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22808","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15398%20NBCWSJ%20September%20Poll%20(2).pdf","Nonpartisan","None","",1,NA,10,98,39.7959183673469,50,10.2040816326531
"1595","--","FOX",2015-09-20,"2015-09-22","2015-09-24T22:22:11Z",1013,"Registered Voters","Live Phone",42,46,3,9,"http://elections.huffingtonpost.com/pollster/polls/fox-22789","http://www.foxnews.com/politics/interactive/2015/09/24/fox-news-poll-voters-believe-iran-deal-to-make-us-less-safe-obama-job-approval/","Nonpartisan","None","",1,NA,3,91,46.1538461538462,50.5494505494505,3.2967032967033
"1596","--","Quinnipiac",2015-09-17,"2015-09-21","2015-09-24T22:15:01Z",1574,"Registered Voters","Live Phone",43,45,2,10,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788","http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf","Nonpartisan","None","",1,NA,2,90,47.7777777777778,50,2.22222222222222
"1600","--","Morning Consult",2015-09-18,"2015-09-20","2015-09-22T18:00:14Z",4033,"Registered Voters","Internet",41,45,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22772","http://morningconsult.com/wp-content/uploads/2015/09/150907_topline_MERGED-trend_v2_KD.pdf","Nonpartisan","None","",1,NA,0,86,47.6744186046512,52.3255813953488,NA
"1601","--","Morning Consult",2015-09-11,"2015-09-13","2015-09-18T21:11:34Z",2023,"Registered Voters","Internet",40,44,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22752","http://morningconsult.com/wp-content/uploads/2015/09/150904_topline_trend_v1_JW.pdf","Nonpartisan","None","",1,NA,0,84,47.6190476190476,52.3809523809524,NA
"1605","--","ABC/Post",2015-09-07,"2015-09-10","2015-09-14T19:46:45Z",821,"Registered Voters","Live Phone",43,46,7,5,"http://elections.huffingtonpost.com/pollster/polls/abc-post-22720","http://www.langerresearch.com/wp-content/uploads/1171a12016ClintonTrump.pdf","Nonpartisan","None","",1,NA,7,96,44.7916666666667,47.9166666666667,7.29166666666667
"1606","--","MSNBC/Telemundo/Marist",2015-08-26,"2015-09-09","2015-09-21T20:38:43Z",1115,"Registered Voters","Live Phone",40,53,NA,7,"http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-22763","http://maristpoll.marist.edu/wp-content/misc/usapolls/us150826/2016/MSNBC_Telemundo_Marist%20Poll_National%20Release%20and%20Tables_September%202015.pdf","Sponsor","Other","",1,NA,0,93,43.010752688172,56.989247311828,NA
"1610","--","Emerson College Polling Society",2015-09-05,"2015-09-08","2015-09-10T18:55:35Z",955,"Likely Voters","Automated Phone",47,43,NA,11,"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22699","http://media.wix.com/ugd/3bebb2_539dbddeed944868b6fc58b193873b4b.pdf","Nonpartisan","None","",1,NA,0,90,52.2222222222222,47.7777777777778,NA
"1611","--","CNN",2015-09-04,"2015-09-08","2015-09-11T06:14:40Z",930,"Registered Voters","Live Phone",48,48,3,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-22704","http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf","Nonpartisan","None","",1,NA,3,99,48.4848484848485,48.4848484848485,3.03030303030303
"1615","--","Morning Consult",2015-09-04,"2015-09-07","2015-09-11T01:39:52Z",2008,"Registered Voters","Internet",43,42,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22703","http://morningconsult.com/wp-content/uploads/2015/09/150902_crosstabs_trend_v2_JW.pdf","Nonpartisan","None","",1,NA,0,85,50.5882352941176,49.4117647058824,NA
"1616","--","SurveyUSA",2015-09-02,"2015-09-03","2015-09-08T21:57:49Z",900,"Registered Voters","IVR/Online",45,40,NA,16,"http://elections.huffingtonpost.com/pollster/polls/surveyusa-22683","http://www.surveyusa.com/client/PollReport.aspx?g=d950cadf-05ce-4148-a125-35c0cdab26c6","Nonpartisan","None","",1,NA,0,85,52.9411764705882,47.0588235294118,NA
"1617","--","PPP (D)",2015-08-28,"2015-08-30","2015-09-03T20:26:01Z",1254,"Likely Voters","IVR/Online",44,46,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22654","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_90315.pdf","Pollster","Dem","",1,NA,0,90,48.8888888888889,51.1111111111111,NA
"1621","--","Morning Consult",2015-08-28,"2015-08-30","2015-09-01T01:22:28Z",2015,"Registered Voters","Internet",42,43,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22640","http://morningconsult.com/wp-content/uploads/2015/08/150805_topline_trend_v2_JW.pdf","Nonpartisan","None","",1,NA,0,85,49.4117647058824,50.5882352941176,NA
"1625","--","Quinnipiac",2015-08-20,"2015-08-25","2015-08-27T20:23:23Z",1563,"Registered Voters","Live Phone",41,45,3,11,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274","Nonpartisan","None","",1,NA,3,89,46.0674157303371,50.561797752809,3.37078651685393
"1629","--","Gravis Marketing/OANN",2015-08-21,"2015-08-22","2015-08-28T01:14:31Z",3567,"Registered Voters","Automated Phone",54,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22623","http://www.oann.com/trump-breaks-new-ceiling-in-national-gop-poll/","Sponsor","Rep","",1,NA,0,100,54,46,NA
"1630","--","CNN",2015-08-13,"2015-08-16","2015-08-19T18:29:16Z",897,"Registered Voters","Live Phone",45,51,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-22576","http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf","Nonpartisan","None","",1,NA,4,100,45,51,4
"1634","--","FOX",2015-08-11,"2015-08-13","2015-08-17T19:42:27Z",1008,"Registered Voters","Live Phone",42,47,2,10,"http://elections.huffingtonpost.com/pollster/polls/fox-22563","http://www.foxnews.com/politics/interactive/2015/08/14/fox-news-poll-sanders-gains-on-clinton/","Nonpartisan","None","",1,NA,2,91,46.1538461538462,51.6483516483517,2.1978021978022
"1635","--","Ipsos/Reuters",2015-08-06,"2015-08-10","2015-08-11T00:21:44Z",823,"Adults","Internet",29,43,11,17,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22529","http://big.assets.huffingtonpost.com/2015ReutersTracking08.10.2015.pdf","Nonpartisan","None","",1,NA,11,83,34.9397590361446,51.8072289156626,13.2530120481928
"1636","--","Morning Consult",2015-08-07,"2015-08-09","2015-08-10T21:38:34Z",2029,"Registered Voters","Internet",41,47,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22526","http://big.assets.huffingtonpost.com/150802_topline_trend_v4_KD.pdf","Nonpartisan","None","",1,NA,0,88,46.5909090909091,53.4090909090909,NA
"1640","--","Gravis Marketing/OANN",2015-07-31,"2015-08-01","2015-08-05T22:28:31Z",3477,"Registered Voters","Automated Phone",49,50,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22496","http://www.oann.com/clinton-unbeatable-in-national-poll/","Sponsor","Rep","",1,NA,0,99,49.4949494949495,50.5050505050505,NA
"1641","--","Emerson College Polling Society",2015-07-26,"2015-07-28","2015-08-11T20:17:22Z",950,"Likely Voters","Automated Phone",40,49,NA,12,"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22537","http://media.wix.com/ugd/3bebb2_6f8188f5b1ac4e45bd6a2bd76268e55a.pdf","Nonpartisan","None","",1,NA,0,89,44.9438202247191,55.0561797752809,NA
"1642","--","Quinnipiac",2015-07-23,"2015-07-28","2015-08-03T00:50:33Z",1644,"Registered Voters","Live Phone",36,48,4,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264","Nonpartisan","None","",1,NA,4,88,40.9090909090909,54.5454545454545,4.54545454545455
"1646","--","McClatchy/Marist",2015-07-22,"2015-07-28","2015-08-04T00:16:54Z",964,"Registered Voters","Live Phone",38,54,NA,8,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-22466","http://maristpoll.marist.edu/wp-content/misc/usapolls/us150722/2016July/Complete%20July%202015%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf","Nonpartisan","None","",1,NA,0,92,41.304347826087,58.695652173913,NA
"1650","--","CNN",2015-07-22,"2015-07-25","2015-07-27T22:01:00Z",898,"Registered Voters","Live Phone",40,56,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-22434","http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html","Nonpartisan","None","",1,NA,4,100,40,56,4
"1654","--","PPP (D)",2015-07-20,"2015-07-21","2015-07-23T17:55:26Z",1087,"Likely Voters","IVR/Online",37,50,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22415","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_72215.pdf","Pollster","Dem","",1,NA,0,87,42.5287356321839,57.4712643678161,NA
"1658","--","Suffolk/USA Today",2015-07-09,"2015-07-12","2015-07-16T00:19:28Z",1000,"Likely Voters","Live Phone",34,51,NA,16,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380","http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf","Nonpartisan","None","",1,NA,0,85,40,60,NA
"1662","--","CNN",2015-06-26,"2015-06-28","2015-07-01T18:33:34Z",890,"Registered Voters","Live Phone",35,59,6,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-22330","http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf","Nonpartisan","None","",1,NA,6,100,35,59,6
"1666","--","FOX",2015-06-21,"2015-06-23","2015-06-25T19:39:57Z",1005,"Registered Voters","Live Phone",34,51,3,12,"http://elections.huffingtonpost.com/pollster/polls/fox-22300","http://www.foxnews.com/politics/interactive/2015/06/24/0624152016iranweb/","Nonpartisan","None","",1,NA,3,88,38.6363636363636,57.9545454545455,3.40909090909091
"1667","--","YouGov/Economist",2015-06-20,"2015-06-22","2015-06-26T01:02:40Z",869,"Registered Voters","Internet",35,46,NA,18,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22307","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3mzoa6wjyu/econToplines.pdf","Nonpartisan","None","",1,NA,0,81,43.2098765432099,56.7901234567901,NA
"1671","--","Quinnipiac",2015-05-19,"2015-05-26","2015-05-28T21:52:59Z",1711,"Registered Voters","Live Phone",32,50,3,14,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181","http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf","Nonpartisan","None","",1,NA,3,85,37.6470588235294,58.8235294117647,3.52941176470588
"1675","WI","SurveyMonkey",2016-11-01,"2016-11-07","2016-11-08T05:16:34Z",2246,"Likely Voters","Internet",42,44,4,3,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26807","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,4,90,46.6666666666667,48.8888888888889,4.44444444444444
"1676","WI","UPI/CVOTER",2016-10-30,"2016-11-06","2016-11-07T18:01:34Z",372,"Likely Voters","Internet",43,51,6,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26793","https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html","Nonpartisan","None","",1,NA,6,100,43,51,6
"1677","WI","Ipsos/Reuters",2016-10-17,"2016-11-06","2016-11-07T22:56:55Z",842,"Likely Voters","Internet",40,46,NA,14,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26806","http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf","Nonpartisan","None","",1,NA,0,86,46.5116279069767,53.4883720930233,NA
"1678","WI","Remington Research Group (R)/Axiom Strategies",2016-11-01,"2016-11-02","2016-11-07T02:43:22Z",2720,"Likely Voters","IVR/Live Phone",41,49,3,4,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26765","http://big.assets.huffingtonpost.com/ABC_WI_STATEWIDE110416.pdf","Sponsor","Rep","",1,3,3,93,44.0860215053763,52.6881720430108,3.2258064516129
"1679","WI","Loras College",2016-10-31,"2016-11-01","2016-11-04T16:33:26Z",500,"Likely Voters","Live Phone",38,44,2,9,"http://elections.huffingtonpost.com/pollster/polls/loras-college-26706","http://myweb.loras.edu/Loras/PDF/LCPWIToplinesCrosstabs.pdf","Nonpartisan","None","If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?",1,7,2,84,45.2380952380952,52.3809523809524,2.38095238095238
"1680","WI","PPP (D-Center for American Progress Action Fund)",2016-10-31,"2016-11-01","2016-11-04T15:33:20Z",891,"Likely Voters","IVR/Online",41,48,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-center-for-american-progress-action-fund-26700","https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143856/WIResults112-Final.pdf","Sponsor","Dem","The candidates for President this fall are Democrat Hillary Clinton, and Republican Donald Trump. If the election were today, who would you vote for?",1,NA,0,89,46.0674157303371,53.9325842696629,NA
"1681","WI","Marquette Law School",2016-10-26,"2016-10-31","2016-11-02T18:26:24Z",1255,"Likely Voters","Live Phone",40,46,10,4,"http://elections.huffingtonpost.com/pollster/polls/marquette-law-school-26627","https://law.marquette.edu/poll/2016/11/02/mlsp41release/","Nonpartisan","None","If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?",1,NA,10,96,41.6666666666667,47.9166666666667,10.4166666666667
"1682","WI","SurveyMonkey",2016-10-25,"2016-10-31","2016-11-01T13:54:44Z",1195,"Likely Voters","Internet",42,44,4,3,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,4,90,46.6666666666667,48.8888888888889,4.44444444444444
"1683","WI","Remington Research Group (R)/Axiom Strategies",2016-10-30,"2016-10-30","2016-10-31T14:01:12Z",1772,"Likely Voters","IVR/Live Phone",42,46,3,5,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26560","http://axiomstrategies.com/abc/","Sponsor","Rep","",1,4,3,91,46.1538461538462,50.5494505494505,3.2967032967033
