G.A.B. Canvass Reporting System,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ward by Ward Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2014 GENERAL ELECTION,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GOVERNOR/LIEUTENANT GOVERNOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Total Votes Cast,DEM,REP,IND,IND,,IND,REP,CON,IND,IND,REP,
,VILLAGE OF READSTOWN WARD 1,138,68,68,1,0,,0,0,0,0,0,0,1
,VILLAGE OF STODDARD Ward 1,346,196,142,3,5,,0,0,0,0,0,0,0
,VILLAGE OF VIOLA WARD 1,85,33,51,0,1,,0,0,0,0,0,0,0
,CITY OF HILLSBORO WARDS 1 - 4,494,263,227,3,1,,0,0,0,0,0,0,0
,CITY OF VIROQUA Wards 1-9,"1,821","1,049",746,6,19,,0,0,0,0,0,0,1
,CITY OF WESTBY WARDS 1 - 5,860,504,353,1,2,,0,0,0,0,0,0,0
,County Totals:,"11,771","5,932","5,687",42,105,,0,1,0,0,0,1,3
VILAS ,TOWN OF ARBOR VITAE Wards 1-7,"1,698",638,"1,042",2,15,,0,0,0,0,0,0,1
,TOWN OF BOULDER JUNCTION Wards 1-2,611,224,375,3,7,,0,0,0,0,0,0,2
,TOWN OF CLOVERLAND Wards 1-2,586,206,375,1,3,,0,0,0,0,0,0,1
,TOWN OF CONOVER Ward 1-2,682,243,432,3,4,,0,0,0,0,0,0,0
,TOWN OF LAC DU FLAMBEAU Wards 1-7,"1,154",649,489,3,13,,0,0,0,0,0,0,0
,TOWN OF LAND O-LAKES Ward 1,503,181,310,2,7,,0,0,0,2,0,0,1
,TOWN OF LINCOLN Wards 1-5,"1,300",450,834,5,9,,1,0,0,0,0,0,1
,TOWN OF MANITOWISH WATERS Ward 1,435,119,314,0,2,,0,0,0,0,0,0,0
,TOWN OF PHELPS Wards 1-2,680,225,444,7,4,,0,0,0,0,0,0,0
,TOWN OF PLUM LAKE Wards 1-2,328,108,216,0,4,,0,0,0,0,0,0,0
,TOWN OF PRESQUE ISLE Ward 1,488,174,311,0,3,,0,0,0,0,0,0,0
,TOWN OF ST. GERMAIN Wards 1-2,"1,143",372,764,2,5,,0,0,0,0,0,0,0
,TOWN OF WASHINGTON Wards 1-3,872,342,524,1,4,,0,0,0,1,0,0,0
,TOWN OF WINCHESTER Ward 1,277,89,186,1,1,,0,0,0,0,0,0,0
,CITY OF EAGLE RIVER Wards 1-5,560,220,326,4,10,,0,0,0,0,0,0,0
,County Totals:,"11,317","4,240","6,942",34,91,,1,0,0,3,0,0,6
WALWORTH ,TOWN OF BLOOMFIELD WARDS 1-2,458,170,283,0,5,,0,0,0,0,0,0,0
,TOWN OF DARIEN Wards 1 - 3,699,224,471,1,3,,0,0,0,0,0,0,0
,TOWN OF DELAVAN Wards 1 - 11,"2,195",698,"1,477",7,12,,0,0,0,0,0,0,1
,TOWN OF EAST TROY WARD 1,447,109,335,0,3,,0,0,0,0,0,0,0
,TOWN OF EAST TROY WARDS 2 & 3,734,177,550,2,5,,0,0,0,0,0,0,0
,TOWN OF EAST TROY WARDS 4-6,995,245,740,3,7,,0,0,0,0,0,0,0
,TOWN OF GENEVA Wards 1-8,"2,015",635,"1,361",8,11,,0,0,0,0,0,0,0
,"TOWN OF LAFAYETTE WARDS 1,2,3,","1,007",278,720,2,7,,0,0,0,0,0,0,0
,TOWN OF LA GRANGE Ward 1-3,"1,179",344,825,1,8,,0,0,0,0,0,0,1
,"TOWN OF LINN Wards 1- 4, 6",829,236,582,5,4,,0,0,0,0,0,0,2
,TOWN OF LINN Ward 5,202,52,148,0,2,,0,0,0,0,0,0,0
,TOWN OF LYONS Wards 1-7,"1,493",430,"1,053",4,6,,0,0,0,0,0,0,0
,TOWN OF RICHMOND WARDS 1-3,895,342,540,6,7,,0,0,0,0,0,0,0
,TOWN OF SHARON Ward 1,379,111,262,1,5,,0,0,0,0,0,0,0
,TOWN OF SPRING PRAIRIE Wards 1-4,"1,133",280,844,2,5,,0,0,0,0,0,0,2
,TOWN OF SUGAR CREEK Wards 1-5,"1,792",606,"1,169",4,11,,0,0,0,0,0,0,2
,TOWN OF TROY Wards 1-3,"1,314",364,938,2,9,,0,0,0,0,0,0,1
,TOWN OF WALWORTH WARDS 1-3,717,165,541,5,6,,0,0,0,0,0,0,0
,"TOWN OF WHITEWATER Ward 1, 2",731,276,446,4,4,,0,0,0,0,0,0,1
,TOWN OF WHITEWATER Ward 3,59,21,38,0,0,,0,0,0,0,0,0,0
,VILLAGE OF BLOOMFIELD WARDS 1 - 5,"1,273",382,870,7,14,,0,0,0,0,0,0,0
,"VILLAGE OF DARIEN Wards 1, 2",531,214,310,4,3,,0,0,0,0,0,0,0
,VILLAGE OF EAST TROY Wards 1-5,"1,934",566,"1,342",8,16,,1,0,0,0,0,0,1
,VILLAGE OF FONTANA Wards 1-3,765,256,502,0,7,,0,0,0,0,0,0,0
,VILLAGE OF GENOA CITY WARD 1 - 4,800,272,514,4,10,,0,0,0,0,0,0,0
,VILLAGE OF MUKWONAGO WARD 11,52,17,35,0,0,,0,0,0,0,0,0,0
,VILLAGE OF SHARON WARDS 1 & 2,464,185,267,7,5,,0,0,0,0,0,0,0
,VILLAGE OF WALWORTH Wards 1 - 3,921,326,584,5,6,,0,0,0,0,0,0,0
,VILLAGE OF WILLIAMS BAY WARDS 1-4,"1,273",416,838,6,11,,0,0,0,0,0,0,2
,CITY OF BURLINGTON WARD 9,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF DELAVAN WARDS 1 - 14,"2,592","1,059","1,477",18,38,,0,0,0,0,0,0,0
,CITY OF ELKHORN WARDS 1 - 7,"3,538","1,336","2,152",13,33,,0,0,0,0,0,0,4
,CITY OF ELKHORN WARD 8,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF LAKE GENEVA WARDS 1 - 2,725,311,409,0,5,,0,0,0,0,0,0,0
,CITY OF LAKE GENEVA WARDS 3 - 4,579,253,320,2,4,,0,0,0,0,0,0,0
,"CITY OF LAKE GENEVA WARDS 5, 6, 10",679,249,425,1,3,,0,0,0,0,0,0,1
,"CITY OF LAKE GENEVA WARD 7 - 9, 11 - 14",584,231,343,4,5,,1,0,0,0,0,0,0
,CITY OF WHITEWATER Wards 1-2,906,482,414,1,8,,0,0,0,0,0,0,1
,CITY OF WHITEWATER Wards 3-4,722,392,319,3,8,,0,0,0,0,0,0,0
,CITY OF WHITEWATER Wards 5-6,"1,118",615,492,2,7,,1,0,0,0,0,0,1
,CITY OF WHITEWATER Wards 7-9,983,484,479,6,12,,0,0,0,0,0,0,2
,County Totals:,"39,712","13,809","25,415",148,315,,3,0,0,0,0,0,22
WASHBURN ,TOWN OF BARRONETT WARD 1,176,87,87,1,1,,0,0,0,0,0,0,0
,TOWN OF BASHAW Ward 1-3,471,183,285,1,2,,0,0,0,0,0,0,0
,TOWN OF BASS LAKE WARD 1,220,83,133,3,1,,0,0,0,0,0,0,0
,TOWN OF BEAVER BROOK WARDS 1-3,337,139,194,2,2,,0,0,0,0,0,0,0
,TOWN OF BIRCHWOOD WARDS 1 - 3,294,88,205,0,1,,0,0,0,0,0,0,0
,TOWN OF BROOKLYN WARD 1,144,68,72,2,2,,0,0,0,0,0,0,0
,TOWN OF CASEY WARD 1,228,100,124,0,4,,0,0,0,0,0,0,0
,TOWN OF CHICOG WARDS 1 -2,136,72,61,1,2,,0,0,0,0,0,0,0
,TOWN OF CRYSTAL WARDS 1 -  2,125,50,74,0,1,,0,0,0,0,0,0,0
,TOWN OF EVERGREEN WARDS 1 - 2,518,220,296,2,0,,0,0,0,0,0,0,0
,TOWN OF FROG CREEK WARD 1,74,29,45,0,0,,0,0,0,0,0,0,0
,TOWN OF GULL LAKE Ward 1,104,51,52,0,1,,0,0,0,0,0,0,0
,TOWN OF LONG LAKE WARD 1,366,144,222,0,0,,0,0,0,0,0,0,0
,TOWN OF MADGE WARDS 1 - 3,275,143,130,1,1,,0,0,0,0,0,0,0
,TOWN OF MINONG WARD 1 - 2,429,202,225,0,2,,0,0,0,0,0,0,0
,TOWN OF SARONA WARD 1 -2,167,54,113,0,0,,0,0,0,0,0,0,0
,TOWN OF SPOONER WARDS 1 - 3,351,137,213,0,1,,0,0,0,0,0,0,0
,TOWN OF SPRINGBROOK WARD 1,204,81,121,2,0,,0,0,0,0,0,0,0
,TOWN OF STINNETT WARD 1,94,28,63,0,3,,0,0,0,0,0,0,0
,TOWN OF STONE LAKE WARD 1,211,76,132,0,3,,0,0,0,0,0,0,0
,TOWN OF TREGO WARDS 1 - 2,428,185,241,1,1,,0,0,0,0,0,0,0
,VILLAGE OF BIRCHWOOD Ward 1,152,59,90,0,3,,0,0,0,0,0,0,0
,VILLAGE OF MINONG Ward 1,174,84,83,6,1,,0,0,0,0,0,0,0
,CITY OF SPOONER Wards 1 - 4,836,410,418,1,7,,0,0,0,0,0,0,0
,CITY OF SHELL LAKE WARDS 1 - 2,578,301,266,7,4,,0,0,0,0,0,0,0
,County Totals:,"7,092","3,074","3,945",30,43,,0,0,0,0,0,0,0
WASHINGTON ,TOWN OF ADDISON WARDS 1-6,"1,862",332,"1,518",3,9,,0,0,0,0,0,0,0
,TOWN OF BARTON Wards 1 - 4,"1,534",374,"1,149",6,5,,0,0,0,0,0,0,0
,TOWN OF ERIN WARDS 1-4,"2,261",465,"1,785",4,7,,0,0,0,0,0,0,0
,TOWN OF FARMINGTON Wards 1-5,"1,951",369,"1,569",5,8,,0,0,0,0,0,0,0
,TOWN OF GERMANTOWN WARD 1,147,31,115,1,0,,0,0,0,0,0,0,0
,TOWN OF HARTFORD WARDS 1-5,"1,994",398,"1,582",4,10,,0,0,0,0,0,0,0
,TOWN OF JACKSON WARDS 1 - 6,"2,519",410,"2,094",5,10,,0,0,0,0,0,0,0
,TOWN OF KEWASKUM WARD 1 & 2,626,141,482,1,2,,0,0,0,0,0,0,0
,TOWN OF POLK WARDS 1-6,"2,243",411,"1,823",6,3,,0,0,0,0,0,0,0
,"TOWN OF TRENTON WDS 1,2,8",521,125,393,0,3,,0,0,0,0,0,0,0
,"TOWN OF TRENTON WDS 3,4,5,6,7","2,025",387,"1,628",2,8,,0,0,0,0,0,0,0
,TOWN OF WAYNE Wards 1 - 3,"1,137",217,913,3,4,,0,0,0,0,0,0,0
,TOWN OF WEST BEND Wards 1-10,"2,748",591,"2,143",1,12,,0,0,0,0,0,0,1
,"VILLAGE OF GERMANTOWN Wards 1,8,10 & 11","2,674",545,"2,117",2,10,,0,0,0,0,0,0,0
,"VILLAGE OF GERMANTOWN Wards 2,5,6 & 7","2,361",687,"1,653",6,14,,0,0,0,0,0,0,1
,"VILLAGE OF GERMANTOWN Wards 3,16,4,17 & 9","2,582",670,"1,887",8,11,,0,0,0,0,0,0,6
,VILLAGE OF GERMANTOWN Wards 12 -15,"2,853",654,"2,181",4,12,,0,0,0,0,0,0,2
,VILLAGE OF JACKSON Wards 1-9,"3,262",748,"2,492",9,12,,0,0,0,0,0,0,1
,VILLAGE OF JACKSON Ward 10,1,1,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF KEWASKUM WARDS 1 - 5,"1,876",474,"1,391",3,8,,0,0,0,0,0,0,0
,VILLAGE OF NEWBURG Wards 1 & 2,513,86,425,1,1,,0,0,0,0,0,0,0
,VILLAGE OF RICHFIELD WARDS 1 2,"1,592",293,"1,292",2,4,,0,0,0,0,0,0,1
,VILLAGE OF RICHFIELD WARD 3,589,147,442,0,0,,0,0,0,0,0,0,0
,VILLAGE OF RICHFIELD WARD 4,759,119,640,0,0,,0,0,0,0,0,0,0
,VILLAGE OF RICHFIELD WARDS 5 6,"1,948",361,"1,577",3,7,,0,0,0,0,0,0,0
,VILLAGE OF RICHFIELD WARDS 7 8 9,"1,900",410,"1,477",5,8,,0,0,0,0,0,0,0
,VILLAGE OF SLINGER WARDS 1-8,"2,429",569,"1,832",7,20,,0,0,0,0,0,0,1
,CITY OF HARTFORD WARDS 1 - 2,870,201,663,3,3,,0,0,0,0,0,0,0
,CITY OF HARTFORD WARDS 3 - 5,"1,106",281,811,3,9,,0,0,0,0,0,0,2
,"CITY OF HARTFORD WARDS 6, 9, 10, 15 - 17, 20, 23","1,666",455,"1,186",5,19,,0,0,0,0,0,0,1
,CITY OF HARTFORD WARDS 7 - 8,271,74,194,0,2,,0,0,0,0,0,0,1
,"CITY OF HARTFORD WARDS 11 - 14, 21, 22","1,962",582,"1,364",3,12,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE Ward 318,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF WEST BEND Wards 1-3,"1,645",482,"1,153",3,7,,0,0,0,0,0,0,0
,CITY OF WEST BEND Wards 4-6,"1,775",576,"1,181",5,12,,0,0,0,0,0,0,1
,CITY OF WEST BEND Wards 7-8,"1,966",521,"1,430",3,9,,0,0,0,0,0,0,3
,CITY OF WEST BEND Wards 9-10,"1,624",437,"1,172",5,8,,0,0,0,0,0,0,2
,CITY OF WEST BEND Wards 11-14,"1,498",457,"1,026",4,8,,0,0,0,0,0,0,3
,CITY OF WEST BEND Wards 15-19,"1,619",485,"1,119",5,9,,0,0,0,0,0,0,1
,CITY OF WEST BEND Wards 20-22,"1,471",406,"1,045",4,15,,0,0,0,0,0,0,1
,"CITY OF WEST BEND Wards 23-24, 26","1,880",535,"1,331",3,11,,0,0,0,0,0,0,0
,"CITY OF WEST BEND Ward 25, 27",3,0,3,0,0,,0,0,0,0,0,0,0
,County Totals:,"66,263","15,507","50,278",137,312,,0,0,0,0,0,0,29
WAUKESHA ,TOWN OF BROOKFIELD Wards 1 - 3 - 4 - 10,"1,441",381,"1,053",1,6,,0,0,0,0,0,0,0
,TOWN OF BROOKFIELD Wards 2 - 5 - 6 - 7 - 8,"1,819",554,"1,255",2,7,,0,0,0,0,0,0,1
,TOWN OF BROOKFIELD Ward 9,248,71,175,0,2,,0,0,0,0,0,0,0
,"TOWN OF DELAFIELD WARDS 1, 2, 5, 6","1,720",346,"1,367",1,6,,0,0,0,0,0,0,0
,"TOWN OF DELAFIELD WARDS 3, 4","1,069",162,903,0,4,,0,0,0,0,0,0,0
,"TOWN OF DELAFIELD WARDS 7, 8",816,164,648,1,3,,0,0,0,0,0,0,0
,"TOWN OF DELAFIELD WARDS 9, 10, 11","1,145",292,845,1,6,,1,0,0,0,0,0,0
,TOWN OF EAGLE WARDS 1-4,"1,845",440,"1,400",2,3,,0,0,0,0,0,0,0
,"TOWN OF GENESEE Ward 1,3,5 & 9","1,397",298,"1,094",0,5,,0,0,0,0,0,0,0
,"TOWN OF GENESEE Ward 2, 4 & 10","1,403",344,"1,052",2,5,,0,0,0,0,0,0,0
,"TOWN OF GENESEE Ward 6,7 & 8","1,583",391,"1,183",4,5,,0,0,0,0,0,0,0
,TOWN OF LISBON WARD 1 & 6,"1,834",406,"1,419",0,9,,0,0,0,0,0,0,0
,TOWN OF LISBON WARD 2,"1,238",325,904,1,8,,0,0,0,0,0,0,0
,TOWN OF LISBON WARD 3,653,149,502,0,2,,0,0,0,0,0,0,0
,TOWN OF LISBON WARD 4 & 5,"1,982",451,"1,516",3,12,,0,0,0,0,0,0,0
,"TOWN OF MERTON Wards 1, 2, 3, 7, 8, 9","3,197",552,"2,635",0,7,,0,0,0,0,0,0,3
,"TOWN OF MERTON Wards 4, 5, 6, 10, 11","1,586",334,"1,241",4,6,,0,0,0,0,0,0,1
,"TOWN OF MUKWONAGO WARDS 1 - 3, 7 - 11","2,911",616,"2,276",8,11,,0,0,0,0,0,0,0
,TOWN OF MUKWONAGO WARDS 4 - 6,"1,314",263,"1,045",3,3,,0,0,0,0,0,0,0
,"TOWN OF OCONOMOWOC Wards 1,2,& 4","1,854",392,"1,451",2,7,,0,0,0,0,0,0,2
,"TOWN OF OCONOMOWOC Wards 3,6,& 7","1,506",405,"1,094",1,5,,0,0,0,0,0,0,1
,"TOWN OF OCONOMOWOC Wards  5,8,& 9","1,564",323,"1,232",1,8,,0,0,0,0,0,0,0
,TOWN OF OCONOMOWOC Ward 10,17,9,8,0,0,,0,0,0,0,0,0,0
,TOWN OF OTTAWA WARDS 1-5,"2,234",593,"1,631",2,8,,0,0,0,0,0,0,0
,"TOWN OF VERNON WARD 1, 8-11","1,994",463,"1,519",6,5,,0,0,0,0,0,0,1
,TOWN OF VERNON WARD 2-7,"2,466",558,"1,900",1,7,,0,0,0,0,0,0,0
,"TOWN OF WAUKESHA Wards 1, 8",791,284,499,1,7,,0,0,0,0,0,0,0
,TOWN OF WAUKESHA Wards  2 - 6,"2,355",545,"1,801",4,5,,0,0,0,0,0,0,0
,"TOWN OF WAUKESHA Wards 7, 9 - 11","1,883",419,"1,451",2,9,,0,0,0,0,0,0,2
,TOWN OF WAUKESHA Ward 12,4,0,4,0,0,,0,0,0,0,0,0,0
,VILLAGE OF BIG BEND WARDS 1-3,657,158,493,3,3,,0,0,0,0,0,0,0
,VILLAGE OF BUTLER WARDS 1-3,830,269,547,6,7,,0,0,0,0,0,0,1
,VILLAGE OF CHENEQUA Ward 1,330,40,288,1,1,,0,0,0,0,0,0,0
,VILLAGE OF DOUSMAN Wards 1-3,"1,118",276,835,4,3,,0,0,0,0,0,0,0
,VILLAGE OF EAGLE WARDS 1-2,937,182,745,2,7,,0,0,0,0,0,0,1
,VILLAGE OF ELM GROVE Wards 1-4,"1,981",514,"1,461",1,3,,0,0,0,0,0,0,2
,VILLAGE OF ELM GROVE Wards 5-8,"1,833",564,"1,262",2,5,,0,0,0,0,0,0,0
,VILLAGE OF HARTLAND WARDS 1-6,"2,121",575,"1,514",5,24,,0,0,0,0,0,0,3
,VILLAGE OF HARTLAND WARDS 7-13,"2,235",488,"1,724",5,16,,0,0,0,0,0,0,2
,VILLAGE OF LAC LA BELLE WARD 1,188,26,159,0,0,,0,0,0,0,0,0,3
,VILLAGE OF LANNON WARDS 1-2,571,151,412,1,7,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 1,"1,233",374,852,4,3,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 2,717,209,503,2,2,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 3,973,295,670,3,4,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 4,510,153,350,2,4,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 5,740,241,488,3,6,,0,0,0,0,0,0,2
,VILLAGE OF MENOMONEE FALLS WARD 6,914,300,606,3,4,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 7,425,132,288,1,3,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 8,646,192,441,3,10,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 9,763,268,482,5,7,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 10,728,193,529,2,4,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 11,668,236,424,3,5,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 12,484,157,324,2,1,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 13,"1,037",255,772,4,4,,0,0,0,0,0,0,2
,VILLAGE OF MENOMONEE FALLS WARD 14,"1,224",361,848,1,13,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 15,"1,175",324,841,6,4,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 16,530,161,365,2,2,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 17,"1,007",294,708,2,2,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 18,850,247,599,1,2,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 19,979,261,710,1,6,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 20,"1,005",301,691,2,9,,0,0,0,0,0,0,2
,VILLAGE OF MENOMONEE FALLS WARD 21,999,239,757,0,2,,0,0,0,0,0,0,1
,VILLAGE OF MENOMONEE FALLS WARD 22,641,157,482,0,2,,0,0,0,0,0,0,0
,VILLAGE OF MENOMONEE FALLS WARD 23,764,175,582,1,5,,0,0,0,0,0,0,1
,"VILLAGE OF MERTON WARDS 1, 2, 3, 4","1,716",290,"1,418",2,6,,0,0,0,0,0,0,0
,VILLAGE OF MERTON WARD 5,1,0,1,0,0,,0,0,0,0,0,0,0
,VILLAGE OF MUKWONAGO Wards 1 - 10,"3,486",938,"2,521",8,18,,0,0,0,0,0,0,1
,VILLAGE OF NASHOTAH WARDS 1 - 3,773,172,592,4,5,,0,0,0,0,0,0,0
,VILLAGE OF NORTH PRAIRIE Wards 1-3,"1,169",238,921,2,8,,0,0,0,0,0,0,0
,VILLAGE OF OCONOMOWOC LAKE WARD 1,330,55,275,0,0,,0,0,0,0,0,0,0
,VILLAGE OF PEWAUKEE Wards 1 - 5,"2,250",596,"1,633",10,9,,0,0,0,0,0,0,2
,VILLAGE OF PEWAUKEE Wards 6 - 10,"1,726",529,"1,178",1,17,,0,0,0,0,0,0,1
,VILLAGE OF SUMMIT WARDS 1 & 6,879,198,674,2,4,,0,0,0,0,0,0,1
,"VILLAGE OF SUMMIT WARDS 2,3,4,5","1,743",442,"1,295",2,3,,0,0,0,0,0,0,1
,"VILLAGE OF SUSSEX Wards 1, 3","1,428",415,999,2,12,,0,0,0,0,0,0,0
,"VILLAGE OF SUSSEX Wards 2, 4","1,606",416,"1,172",6,10,,0,0,0,0,0,0,2
,"VILLAGE OF SUSSEX Ward 5, 8",882,211,661,5,5,,0,0,0,0,0,0,0
,"VILLAGE OF SUSSEX Wards 6, 7","1,289",260,"1,024",2,3,,0,0,0,0,0,0,0
,VILLAGE OF WALES WARDS 1-4,"1,498",401,"1,089",2,4,,0,0,0,0,0,0,2
,CITY OF BROOKFIELD WARD 1,935,278,647,0,10,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 2,"1,113",316,787,2,8,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 3,"1,124",292,822,0,7,,0,0,0,0,0,0,3
,CITY OF BROOKFIELD WARD 4,579,169,406,1,2,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 5,"1,188",285,894,3,6,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 6,697,166,526,0,4,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 7,814,243,564,1,6,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 8,"1,105",321,773,2,8,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 9,938,261,675,1,1,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 10,"1,089",258,828,1,2,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 11,832,219,611,0,2,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 12,"1,152",286,860,1,2,,0,0,0,0,0,0,3
,CITY OF BROOKFIELD WARD 13,"1,031",243,778,2,8,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 14,821,173,645,1,1,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 15,901,239,658,1,3,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 16,402,87,314,1,0,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 17,985,254,727,1,2,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 18,766,205,558,0,3,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 19,711,192,514,4,1,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 20,838,197,638,1,2,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 21,781,235,543,0,3,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 22,"1,045",332,706,1,5,,0,0,0,0,0,0,1
,CITY OF BROOKFIELD WARD 23,827,248,571,1,7,,0,0,0,0,0,0,0
,CITY OF BROOKFIELD WARD 24,"1,119",361,744,2,11,,0,0,0,0,0,0,1
,CITY OF DELAFIELD WARDS 1 - 14,"3,733",968,"2,740",5,16,,0,0,0,0,0,0,4
,CITY OF MILWAUKEE ward 319,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF MUSKEGO WARDS 1 - 3,"2,204",594,"1,591",3,15,,0,0,0,0,0,0,1
,CITY OF MUSKEGO WARDS 4 AND 5,"1,746",501,"1,230",3,12,,0,0,0,0,0,0,0
,CITY OF MUSKEGO WARDS 6 - 8,"2,044",557,"1,476",4,6,,0,0,0,0,0,0,1
,CITY OF MUSKEGO WARDS 9 AND 10,"1,589",451,"1,120",6,12,,0,0,0,0,0,0,0
,CITY OF MUSKEGO WARDS 11 AND 12,"1,892",434,"1,445",4,9,,0,0,0,0,0,0,0
,CITY OF MUSKEGO WARDS 13 AND 14,"1,885",425,"1,449",3,6,,0,0,0,0,0,0,2
,CITY OF MUSKEGO WARDS 15 AND 16,"1,834",451,"1,371",1,11,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 1,"1,056",318,727,3,8,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 2,823,248,563,2,8,,0,0,0,0,0,0,2
,CITY OF NEW BERLIN Ward 3,"1,072",293,773,1,4,,0,0,0,0,0,0,1
,CITY OF NEW BERLIN Ward 4,998,336,652,5,4,,0,0,0,0,0,0,1
,CITY OF NEW BERLIN Ward 5,"1,417",454,960,1,2,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 6,253,99,150,1,3,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 7,112,30,82,0,0,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 8,"1,329",403,914,1,11,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 9,"1,093",341,741,3,7,,0,0,0,0,0,0,1
,CITY OF NEW BERLIN Ward 10,231,60,168,0,3,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 11,511,114,394,0,3,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 12,158,43,114,0,1,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 13,178,46,132,0,0,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 14,3,0,3,0,0,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 15,990,283,697,0,10,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 16,"1,292",314,972,1,3,,0,0,0,0,0,0,2
,CITY OF NEW BERLIN Ward 17,149,49,100,0,0,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 18,"1,662",521,"1,133",0,6,,0,0,0,0,0,0,2
,CITY OF NEW BERLIN Ward 19,119,32,86,0,1,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 20,291,71,219,0,1,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 21,"1,159",343,811,1,2,,0,0,0,0,0,0,2
,CITY OF NEW BERLIN Ward 22,"1,078",369,701,1,7,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 23,823,235,583,0,4,,0,0,0,0,0,0,1
,CITY OF NEW BERLIN Ward 24,"1,477",388,"1,078",1,7,,0,0,0,0,0,0,3
,CITY OF NEW BERLIN Ward 25,714,209,501,0,4,,0,0,0,0,0,0,0
,CITY OF NEW BERLIN Ward 26,"1,096",214,876,1,4,,0,0,0,0,0,0,1
,CITY OF NEW BERLIN Ward 27,"1,509",440,"1,064",1,4,,0,0,0,0,0,0,0
